geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD02,2006,Estimate; Total (dollars):,27239,45.28,23.1,0.08
Johnston ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",37042,3187.23,1626.14,4.39
Lincoln ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",33768,6138.55,3131.91,9.27
Mecklenburg ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",41599,749.45,382.37,0.92
Moore ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",36919,6353.02,3241.34,8.78
Nash ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",30441,4464.51,2277.81,7.48
New Hanover ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",38604,4066.55,2074.77,5.37
Onslow ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",27932,4103.49,2093.62,7.5
Orange ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",49933,6134.98,3130.09,6.27
Pitt ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",36650,3595.91,1834.65,5.01
Randolph ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32266,1675.23,854.71,2.65
Robeson ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",28411,2573.62,1313.07,4.62
Rockingham ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32364,4605.11,2349.55,7.26
Rowan ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32061,2206.64,1125.84,3.51
Rutherford ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32441,2282.89,1164.74,3.59
Surry ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32072,3498.21,1784.8,5.56
Union ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",42205,3858.04,1968.39,4.66
Wake ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",44001,2759.49,1407.9,3.2
Wayne ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32085,3469.62,1770.21,5.52
Wilkes ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",31018,3458.89,1764.74,5.69
Wilson ,HD01_VD09,2015,"Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32053,4034.38,2058.36,6.42
United States,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),10664,39.32,20.06,0.19
North Carolina,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),9913,234.72,119.76,1.21
Alamance ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8895,1770.55,903.34,10.16
Brunswick ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),9161,1448.85,739.21,8.07
Buncombe ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),12415,1506.04,768.39,6.19
Burke ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),11243,2393.7,1221.28,10.86
Cabarrus ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),7745,1979.06,1009.72,13.04
Caldwell ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),9567,1606.13,819.45,8.57
Carteret ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),10860,1608.51,820.67,7.56
Catawba ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),10917,1699.06,866.87,7.94
Chatham ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),9534,7134.64,3640.12,38.18
Cleveland ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8561,2605.79,1329.48,15.53
Craven ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),10444,4169.02,2127.05,20.37
Cumberland ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8594,1240.34,632.83,7.36
Davidson ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8566,2939.4,1499.69,17.51
Durham ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),10535,1803.91,920.36,8.74
Forsyth ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8594,1508.43,769.61,8.96
Gaston ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),9989,1712.17,873.56,8.75
Guilford ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),10365,845.96,431.61,4.16
Harnett ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),10095,1471.49,750.76,7.44
Henderson ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),9220,2539.06,1295.44,14.05
Iredell ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),9508,2222.13,1133.74,11.92
Johnston ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),10406,2199.49,1122.19,10.78
Lincoln ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),10352,3094.3,1578.72,15.25
Mecklenburg ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),11588,900.77,459.58,3.97
Moore ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),10490,1930.21,984.8,9.39
Nash ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),6795,1120,571.43,8.41
New Hanover ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),9278,2443.74,1246.81,13.44
Onslow ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),9061,2223.32,1134.35,12.52
Orange ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8153,1626.38,829.79,10.18
Pitt ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),7438,1411.91,720.36,9.68
Randolph ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8712,1712.17,873.56,10.03
Robeson ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8718,1577.53,804.86,9.23
Rockingham ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8925,2497.36,1274.16,14.28
Rowan ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),10335,3015.66,1538.6,14.89
Rutherford ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8910,2633.19,1343.46,15.08
Surry ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),11037,3177.7,1621.28,14.69
Union ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),9066,2811.91,1434.65,15.82
Wake ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),11239,672,342.86,3.05
Wayne ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8184,3953.36,2017.02,24.65
Wilkes ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8870,4707.57,2401.82,27.08
Wilson ,HD01_VD10,2015,Estimate; Median earnings in the past 12 months (in 2015 Inflation-adjusted dollars) -- - Female -- - Other (dollars),8391,3721.02,1898.48,22.63
United States,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,31986,39.32,20.06,0.06
North Carolina,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,30552,200.17,102.13,0.33
Alamance ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,29062,3898.55,1989.06,6.84
Brunswick ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,26403,2570.04,1311.24,4.97
Buncombe ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,28705,1976.68,1008.51,3.51
Burke ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,26040,1195.06,609.72,2.34
Cabarrus ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,32902,3026.38,1544.07,4.69
Caldwell ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,25341,2468.77,1259.58,4.97
Carteret ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,26935,2739.23,1397.57,5.19
Catawba ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,30084,2124.43,1083.89,3.6
Chatham ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,39016,5393.87,2751.97,7.05
Cleveland ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,25252,3127.66,1595.74,6.32
Craven ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,26397,2508.09,1279.64,4.85
Cumberland ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,26617,1149.79,586.63,2.2
Davidson ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,28642,2960.85,1510.64,5.27
Durham ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,32825,3647.15,1860.79,5.67
Forsyth ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,29472,1786.04,911.24,3.09
Gaston ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,30431,999.66,510.03,1.68
Guilford ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,29490,1426.21,727.66,2.47
Harnett ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,30524,1314.21,670.52,2.2
Henderson ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,31140,2156.6,1100.31,3.53
Iredell ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,31531,1083.06,552.58,1.75
Johnston ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,29757,2467.57,1258.96,4.23
Lincoln ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,32387,3355.23,1711.85,5.29
Mecklenburg ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,35986,697.02,355.62,0.99
Moore ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,32457,6067.06,3095.44,9.54
Nash ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,27825,3088.34,1575.68,5.66
New Hanover ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,30928,1365.45,696.66,2.25
Onslow ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,24763,1279.66,652.89,2.64
Orange ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,29496,3830.64,1954.41,6.63
Pitt ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,28824,4333.45,2210.94,7.67
Randolph ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,27461,2568.85,1310.64,4.77
Robeson ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,24971,1812.26,924.62,3.7
Rockingham ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,26678,2242.38,1144.07,4.29
Rowan ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,28060,2882.21,1470.52,5.24
Rutherford ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,23293,4271.49,2179.33,9.36
Surry ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,27029,2667.74,1361.09,5.04
Union ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,35322,1908.77,973.86,2.76
Wake ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,40939,947.23,483.28,1.18
Wayne ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,26980,1904,971.43,3.6
Wilkes ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,26684,2434.21,1241.94,4.65
Wilson ,HD01_VD02,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Total (dollars):,25792,2939.4,1499.69,5.81
United States,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),38017,184.68,94.22,0.25
North Carolina,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),35022,669.62,341.64,0.98
Alamance ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),31696,2228.09,1136.78,3.59
Brunswick ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),30788,3523.23,1797.57,5.84
Buncombe ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),31153,1875.4,956.84,3.07
Burke ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),28736,3495.83,1783.59,6.21
Cabarrus ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),41162,3361.19,1714.89,4.17
Caldwell ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),27615,5862.13,2990.88,10.83
Carteret ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),31915,6057.53,3090.58,9.68
Catawba ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),32173,3091.91,1577.51,4.9
Chatham ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),48319,8509.62,4341.64,8.99
Cleveland ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),30552,6474.55,3303.34,10.81
Craven ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),31460,2570.04,1311.24,4.17
Cumberland ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),30928,1302.3,664.44,2.15
Davidson ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),35764,4184.51,2134.95,5.97
Durham ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),36125,1373.79,700.91,1.94
Forsyth ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),31421,952,485.71,1.55
Gaston ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),33289,4715.91,2406.08,7.23
Guilford ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),33007,3138.38,1601.21,4.85
Harnett ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),35838,2307.91,1177.51,3.29
Henderson ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),34351,4304.85,2196.35,6.39
Iredell ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),37988,4445.45,2268.09,5.97
Johnston ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),31688,2802.38,1429.79,4.51
Lincoln ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),36024,3225.36,1645.59,4.57
Mecklenburg ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),41700,985.36,502.73,1.21
Moore ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),39571,6095.66,3110.03,7.86
Nash ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),32155,7894.81,4027.96,12.53
New Hanover ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),36445,4159.49,2122.19,5.82
Onslow ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),26349,1191.49,607.9,2.31
Orange ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),36683,6285.11,3206.69,8.74
Pitt ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),33657,5162.72,2634.04,7.83
Randolph ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),33402,3159.83,1612.16,4.83
Robeson ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),26274,1846.81,942.25,3.59
Rockingham ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),30731,2167.32,1105.78,3.6
Rowan ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),32307,4352.51,2220.67,6.87
Rutherford ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),25700,2352,1200,4.67
Surry ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),31411,2026.72,1034.04,3.29
Union ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),41792,1937.36,988.45,2.37
Wake ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),47433,3182.47,1623.71,3.42
Wayne ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),30179,5625.02,2869.91,9.51
Wilkes ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),30590,2518.81,1285.11,4.2
Wilson ,HD01_VD04,2016,Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Total (dollars),30382,4835.06,2466.87,8.12
United States,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",50586,64.34,32.83,0.06
North Carolina,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",45180,611.23,311.85,0.69
Alamance ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",42385,4009.36,2045.59,4.83
Brunswick ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",41713,12647.66,6452.89,15.47
Buncombe ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",40469,1839.66,938.6,2.32
Burke ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",34063,4037.96,2060.18,6.05
Cabarrus ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",50532,4314.38,2201.21,4.36
Caldwell ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",36893,3897.36,1988.45,5.39
Carteret ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",42831,7147.74,3646.81,8.51
Catawba ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",41766,2915.57,1487.54,3.56
Chatham ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",64840,10327.83,5269.3,8.13
Cleveland ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",42395,6715.23,3426.14,8.08
Craven ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",42416,5764.43,2941.04,6.93
Cumberland ,HD01_VD05,2016,"Estimate; Median earnings in the past 12 months (in 2016 inflation-adjusted dollars) -- - Male -- - Worked full-time, year-round in the past 12 months (dollars)",37146,1842.04,939.82,2.53
