year,characteristics,item,subcategory,expense
2015,Four people in consumer unit,Transportation,Transportation,13824
2015,Five or more people in consumer unit,Transportation,Transportation,13080
2015,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,925
2015,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,1892
2015,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,3369
2015,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,3587
2015,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,3962
2015,One person consumer unit,Vehicle finance charges,Transportation,104
2015,Two people in consumer unit,Vehicle finance charges,Transportation,246
2015,Three people in consumer unit,Vehicle finance charges,Transportation,331
2015,Four people in consumer unit,Vehicle finance charges,Transportation,394
2015,Five or more people in consumer unit,Vehicle finance charges,Transportation,386
2015,One person consumer unit,Other vehicle expenses,Transportation,1477
2015,Two people in consumer unit,Other vehicle expenses,Transportation,2622
2015,Three people in consumer unit,Other vehicle expenses,Transportation,3145
2015,Four people in consumer unit,Other vehicle expenses,Transportation,3324
2015,Five or more people in consumer unit,Other vehicle expenses,Transportation,3035
2016,One person consumer unit,Vehicle insurance,Transportation,780
2016,Two people in consumer unit,Vehicle insurance,Transportation,1476
2016,Three people in consumer unit,Vehicle insurance,Transportation,1434
2016,Four people in consumer unit,Vehicle insurance,Transportation,1522
2016,Five or more people in consumer unit,Vehicle insurance,Transportation,1566
2016,One person consumer unit,Vehicle maintenance and repairs,Transportation,497
2016,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,824
2016,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,891
2016,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,1025
2016,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,964
2016,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1027
2016,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1965
2016,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2349
2016,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2760
2016,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,3012
2016,One person consumer unit,Public and other transportation,Transportation,270
2016,Two people in consumer unit,Public and other transportation,Transportation,504
2016,Three people in consumer unit,Public and other transportation,Transportation,445
2016,Four people in consumer unit,Public and other transportation,Transportation,642
2016,Five or more people in consumer unit,Public and other transportation,Transportation,414
2016,One person consumer unit,Transportation,Transportation,4877
2016,Two people in consumer unit,Transportation,Transportation,10376
2016,Three people in consumer unit,Transportation,Transportation,11068
2016,Four people in consumer unit,Transportation,Transportation,12500
2016,Five or more people in consumer unit,Transportation,Transportation,12182
2016,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,804
2016,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2297
2016,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2270
2016,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2921
2016,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,3140
2016,One person consumer unit,Vehicle finance charges,Transportation,103
2016,Two people in consumer unit,Vehicle finance charges,Transportation,255
2016,Three people in consumer unit,Vehicle finance charges,Transportation,334
2016,Four people in consumer unit,Vehicle finance charges,Transportation,411
2016,Five or more people in consumer unit,Vehicle finance charges,Transportation,400
2016,One person consumer unit,Other vehicle expenses,Transportation,1648
2016,Two people in consumer unit,Other vehicle expenses,Transportation,3045
2016,Three people in consumer unit,Other vehicle expenses,Transportation,3174
2016,Four people in consumer unit,Other vehicle expenses,Transportation,3540
2016,Five or more people in consumer unit,Other vehicle expenses,Transportation,3379
2017,One person consumer unit,Vehicle insurance,Transportation,804
2017,Two people in consumer unit,Vehicle insurance,Transportation,1135
2017,Three people in consumer unit,Vehicle insurance,Transportation,1442
2017,Four people in consumer unit,Vehicle insurance,Transportation,1465
2017,Five or more people in consumer unit,Vehicle insurance,Transportation,1073
2017,One person consumer unit,Vehicle maintenance and repairs,Transportation,677
2017,Two people in consumer unit,Vehicle maintenance and repairs,Transportation,799
2017,Three people in consumer unit,Vehicle maintenance and repairs,Transportation,940
2017,Four people in consumer unit,Vehicle maintenance and repairs,Transportation,951
2017,Five or more people in consumer unit,Vehicle maintenance and repairs,Transportation,893
2017,One person consumer unit,"Gasoline, other fuels, and motor oil",Transportation,991
2017,Two people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,1964
2017,Three people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2381
2017,Four people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2817
2017,Five or more people in consumer unit,"Gasoline, other fuels, and motor oil",Transportation,2991
2017,One person consumer unit,Public and other transportation,Transportation,323
2017,Two people in consumer unit,Public and other transportation,Transportation,620
2017,Three people in consumer unit,Public and other transportation,Transportation,548
2017,Four people in consumer unit,Public and other transportation,Transportation,695
2017,Five or more people in consumer unit,Public and other transportation,Transportation,575
2017,One person consumer unit,Transportation,Transportation,5032
2017,Two people in consumer unit,Transportation,Transportation,9927
2017,Three people in consumer unit,Transportation,Transportation,11415
2017,Four people in consumer unit,Transportation,Transportation,12914
2017,Five or more people in consumer unit,Transportation,Transportation,12322
2017,One person consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,912
2017,Two people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2087
2017,Three people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,2587
2017,Four people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,3265
2017,Five or more people in consumer unit,"Vehicle purchases: Cars and trucks, used",Transportation,3814
2017,One person consumer unit,Vehicle finance charges,Transportation,91
2017,Two people in consumer unit,Vehicle finance charges,Transportation,249
2017,Three people in consumer unit,Vehicle finance charges,Transportation,302
2017,Four people in consumer unit,Vehicle finance charges,Transportation,382
2017,Five or more people in consumer unit,Vehicle finance charges,Transportation,379
2017,One person consumer unit,Other vehicle expenses,Transportation,1811
2017,Two people in consumer unit,Other vehicle expenses,Transportation,2729
2017,Three people in consumer unit,Other vehicle expenses,Transportation,3248
2017,Four people in consumer unit,Other vehicle expenses,Transportation,3377
2017,Five or more people in consumer unit,Other vehicle expenses,Transportation,2754
