geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD01,2006,Estimate; Total:,225633342,31848.51,16249.24,0.01
Forsyth ,HD01_VD52,2015,Estimate; Female: - 25 to 34 years:,24626,507.57,258.96,1.05
Guilford ,HD01_VD52,2015,Estimate; Female: - 25 to 34 years:,37609,302.64,154.41,0.41
United States,HD01_VD53,2015,Estimate; Female: - 25 to 34 years: - Less than 9th grade,599108,16212.6,8271.73,1.38
North Carolina,HD01_VD53,2015,Estimate; Female: - 25 to 34 years: - Less than 9th grade,21222,2337.7,1192.7,5.62
Durham ,HD01_VD53,2015,Estimate; Female: - 25 to 34 years: - Less than 9th grade,1080,581.45,296.66,27.47
Forsyth ,HD01_VD53,2015,Estimate; Female: - 25 to 34 years: - Less than 9th grade,760,465.87,237.69,31.27
Guilford ,HD01_VD53,2015,Estimate; Female: - 25 to 34 years: - Less than 9th grade,1096,525.45,268.09,24.46
United States,HD01_VD54,2015,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",1299711,21754.21,11099.09,0.85
North Carolina,HD01_VD54,2015,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",42948,4413.28,2251.67,5.24
Durham ,HD01_VD54,2015,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",1945,1080.68,551.37,28.35
Forsyth ,HD01_VD54,2015,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",1464,803.06,409.72,27.99
Guilford ,HD01_VD54,2015,"Estimate; Female: - 25 to 34 years: - 9th to 12th grade, no diploma",3312,1498.89,764.74,23.09
United States,HD01_VD55,2015,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),4439308,38060.94,19418.85,0.44
North Carolina,HD01_VD55,2015,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),120486,7274.04,3711.24,3.08
Durham ,HD01_VD55,2015,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),3435,1450.04,739.82,21.54
Forsyth ,HD01_VD55,2015,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),3525,1302.3,664.44,18.85
Guilford ,HD01_VD55,2015,Estimate; Female: - 25 to 34 years: - High school graduate (includes equivalency),6847,1800.34,918.54,13.42
United States,HD01_VD56,2015,"Estimate; Female: - 25 to 34 years: - Some college, no degree",5023093,41755.74,21303.95,0.42
North Carolina,HD01_VD56,2015,"Estimate; Female: - 25 to 34 years: - Some college, no degree",164443,7700.6,3928.88,2.39
Durham ,HD01_VD56,2015,"Estimate; Female: - 25 to 34 years: - Some college, no degree",4228,1479.83,755.02,17.86
Forsyth ,HD01_VD56,2015,"Estimate; Female: - 25 to 34 years: - Some college, no degree",5778,1743.15,889.36,15.39
Guilford ,HD01_VD56,2015,"Estimate; Female: - 25 to 34 years: - Some college, no degree",9681,1824.17,930.7,9.61
United States,HD01_VD57,2015,Estimate; Female: - 25 to 34 years: - Associate's degree,2128148,32916.09,16793.92,0.79
North Carolina,HD01_VD57,2015,Estimate; Female: - 25 to 34 years: - Associate's degree,70427,5863.32,2991.49,4.25
Durham ,HD01_VD57,2015,Estimate; Female: - 25 to 34 years: - Associate's degree,2145,835.23,426.14,19.87
Forsyth ,HD01_VD57,2015,Estimate; Female: - 25 to 34 years: - Associate's degree,3188,1363.06,695.44,21.81
Guilford ,HD01_VD57,2015,Estimate; Female: - 25 to 34 years: - Associate's degree,3026,1031.83,526.44,17.4
United States,HD01_VD58,2015,Estimate; Female: - 25 to 34 years: - Bachelor's degree,5609692,45273.02,23098.48,0.41
North Carolina,HD01_VD58,2015,Estimate; Female: - 25 to 34 years: - Bachelor's degree,167418,7222.81,3685.11,2.2
Durham ,HD01_VD58,2015,Estimate; Female: - 25 to 34 years: - Bachelor's degree,9765,1709.79,872.34,8.93
Forsyth ,HD01_VD58,2015,Estimate; Female: - 25 to 34 years: - Bachelor's degree,6992,1402.38,715.5,10.23
Guilford ,HD01_VD58,2015,Estimate; Female: - 25 to 34 years: - Bachelor's degree,8907,2076.77,1059.58,11.9
United States,HD01_VD59,2015,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,2668111,32513.36,16588.45,0.62
North Carolina,HD01_VD59,2015,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,75207,5230.64,2668.69,3.55
Durham ,HD01_VD59,2015,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,5963,1627.57,830.39,13.93
Forsyth ,HD01_VD59,2015,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,2919,1111.66,567.17,19.43
Guilford ,HD01_VD59,2015,Estimate; Female: - 25 to 34 years: - Graduate or professional degree,4740,1477.45,753.8,15.9
United States,HD01_VD60,2015,Estimate; Female: - 35 to 44 years:,20495343,23525.96,12003.04,0.06
North Carolina,HD01_VD60,2015,Estimate; Female: - 35 to 44 years:,671614,6532.94,3333.13,0.5
Durham ,HD01_VD60,2015,Estimate; Female: - 35 to 44 years:,22937,521.87,266.26,1.16
Forsyth ,HD01_VD60,2015,Estimate; Female: - 35 to 44 years:,23683,405.11,206.69,0.87
Guilford ,HD01_VD60,2015,Estimate; Female: - 35 to 44 years:,35195,582.64,297.27,0.84
United States,HD01_VD61,2015,Estimate; Female: - 35 to 44 years: - Less than 9th grade,957899,19269.96,9831.61,1.03
North Carolina,HD01_VD61,2015,Estimate; Female: - 35 to 44 years: - Less than 9th grade,29326,3678.13,1876.6,6.4
Durham ,HD01_VD61,2015,Estimate; Female: - 35 to 44 years: - Less than 9th grade,1261,804.26,410.34,32.54
Forsyth ,HD01_VD61,2015,Estimate; Female: - 35 to 44 years: - Less than 9th grade,627,381.28,194.53,31.03
Guilford ,HD01_VD61,2015,Estimate; Female: - 35 to 44 years: - Less than 9th grade,1044,667.23,340.42,32.61
United States,HD01_VD62,2015,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",1265548,22677.62,11570.21,0.91
North Carolina,HD01_VD62,2015,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",37982,3827.06,1952.58,5.14
Durham ,HD01_VD62,2015,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",1135,786.38,401.21,35.35
Forsyth ,HD01_VD62,2015,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",1346,666.04,339.82,25.25
Guilford ,HD01_VD62,2015,"Estimate; Female: - 35 to 44 years: - 9th to 12th grade, no diploma",2408,888.85,453.49,18.83
United States,HD01_VD63,2015,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),4343164,41567.49,21207.9,0.49
North Carolina,HD01_VD63,2015,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),124330,6706.89,3421.88,2.75
Durham ,HD01_VD63,2015,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),3300,1388.09,708.21,21.46
Forsyth ,HD01_VD63,2015,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),4942,1223.66,624.32,12.63
Guilford ,HD01_VD63,2015,Estimate; Female: - 35 to 44 years: - High school graduate (includes equivalency),5150,1296.34,661.4,12.84
United States,HD01_VD64,2015,"Estimate; Female: - 35 to 44 years: - Some college, no degree",4165236,35051.23,17883.28,0.43
North Carolina,HD01_VD64,2015,"Estimate; Female: - 35 to 44 years: - Some college, no degree",147978,5934.81,3027.96,2.05
Durham ,HD01_VD64,2015,"Estimate; Female: - 35 to 44 years: - Some college, no degree",3366,1205.79,615.2,18.28
Forsyth ,HD01_VD64,2015,"Estimate; Female: - 35 to 44 years: - Some college, no degree",5307,1392.85,710.64,13.39
Guilford ,HD01_VD64,2015,"Estimate; Female: - 35 to 44 years: - Some college, no degree",9102,1992.17,1016.41,11.17
United States,HD01_VD65,2015,Estimate; Female: - 35 to 44 years: - Associate's degree,2134212,32141.62,16398.79,0.77
North Carolina,HD01_VD65,2015,Estimate; Female: - 35 to 44 years: - Associate's degree,85400,5856.17,2987.84,3.5
Durham ,HD01_VD65,2015,Estimate; Female: - 35 to 44 years: - Associate's degree,2046,1075.91,548.93,26.83
Forsyth ,HD01_VD65,2015,Estimate; Female: - 35 to 44 years: - Associate's degree,2034,730.38,372.64,18.32
Guilford ,HD01_VD65,2015,Estimate; Female: - 35 to 44 years: - Associate's degree,3553,1215.32,620.06,17.45
United States,HD01_VD66,2015,Estimate; Female: - 35 to 44 years: - Bachelor's degree,4628125,40670.3,20750.15,0.45
North Carolina,HD01_VD66,2015,Estimate; Female: - 35 to 44 years: - Bachelor's degree,152726,6418.55,3274.77,2.14
Durham ,HD01_VD66,2015,Estimate; Female: - 35 to 44 years: - Bachelor's degree,4907,1174.81,599.39,12.21
Forsyth ,HD01_VD66,2015,Estimate; Female: - 35 to 44 years: - Bachelor's degree,5721,1297.53,662.01,11.57
Guilford ,HD01_VD66,2015,Estimate; Female: - 35 to 44 years: - Bachelor's degree,9473,1526.3,778.72,8.22
United States,HD01_VD67,2015,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,3001159,29108.09,14851.07,0.49
North Carolina,HD01_VD67,2015,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,93872,5082.89,2593.31,2.76
Durham ,HD01_VD67,2015,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,6922,1396.43,712.46,10.29
Forsyth ,HD01_VD67,2015,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,3706,1077.11,549.55,14.83
Guilford ,HD01_VD67,2015,Estimate; Female: - 35 to 44 years: - Graduate or professional degree,4465,1241.53,633.43,14.19
United States,HD01_VD68,2015,Estimate; Female: - 45 to 64 years:,43029430,28265.7,14421.28,0.03
North Carolina,HD01_VD68,2015,Estimate; Female: - 45 to 64 years:,1370593,5409.36,2759.88,0.2
Durham ,HD01_VD68,2015,Estimate; Female: - 45 to 64 years:,37838,903.15,460.79,1.22
Forsyth ,HD01_VD68,2015,Estimate; Female: - 45 to 64 years:,51422,701.79,358.06,0.7
Guilford ,HD01_VD68,2015,Estimate; Female: - 45 to 64 years:,69934,840,428.57,0.61
United States,HD01_VD69,2015,Estimate; Female: - 45 to 64 years: - Less than 9th grade,2101326,25743.32,13134.35,0.63
North Carolina,HD01_VD69,2015,Estimate; Female: - 45 to 64 years: - Less than 9th grade,44284,4489.53,2290.58,5.17
Durham ,HD01_VD69,2015,Estimate; Female: - 45 to 64 years: - Less than 9th grade,1743,967.49,493.62,28.32
Forsyth ,HD01_VD69,2015,Estimate; Female: - 45 to 64 years: - Less than 9th grade,1740,957.96,488.76,28.09
Guilford ,HD01_VD69,2015,Estimate; Female: - 45 to 64 years: - Less than 9th grade,1757,993.7,506.99,28.86
United States,HD01_VD70,2015,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",2608499,30897.7,15764.13,0.6
North Carolina,HD01_VD70,2015,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",86860,4659.91,2377.51,2.74
Durham ,HD01_VD70,2015,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",1689,957.96,488.76,28.94
Forsyth ,HD01_VD70,2015,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",2486,1197.45,610.94,24.58
Guilford ,HD01_VD70,2015,"Estimate; Female: - 45 to 64 years: - 9th to 12th grade, no diploma",3986,1284.43,655.32,16.44
United States,HD01_VD71,2015,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),11730512,52624.51,26849.24,0.23
North Carolina,HD01_VD71,2015,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),355197,9783.32,4991.49,1.41
Durham ,HD01_VD71,2015,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),7034,1479.83,755.02,10.73
Forsyth ,HD01_VD71,2015,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),13994,2356.77,1202.43,8.59
Guilford ,HD01_VD71,2015,Estimate; Female: - 45 to 64 years: - High school graduate (includes equivalency),15693,1459.57,744.68,4.75
United States,HD01_VD72,2015,"Estimate; Female: - 45 to 64 years: - Some college, no degree",9210480,46195.23,23568.99,0.26
North Carolina,HD01_VD72,2015,"Estimate; Female: - 45 to 64 years: - Some college, no degree",303429,9916.77,5059.58,1.67
Durham ,HD01_VD72,2015,"Estimate; Female: - 45 to 64 years: - Some college, no degree",5155,1631.15,832.22,16.14
Forsyth ,HD01_VD72,2015,"Estimate; Female: - 45 to 64 years: - Some college, no degree",11120,1700.26,867.48,7.8
Guilford ,HD01_VD72,2015,"Estimate; Female: - 45 to 64 years: - Some college, no degree",16219,2315.06,1181.15,7.28
United States,HD01_VD73,2015,Estimate; Female: - 45 to 64 years: - Associate's degree,4367657,36253.45,18496.66,0.42
North Carolina,HD01_VD73,2015,Estimate; Female: - 45 to 64 years: - Associate's degree,163431,7017.87,3580.55,2.19
Durham ,HD01_VD73,2015,Estimate; Female: - 45 to 64 years: - Associate's degree,3743,1124.77,573.86,15.33
Forsyth ,HD01_VD73,2015,Estimate; Female: - 45 to 64 years: - Associate's degree,4604,1106.89,564.74,12.27
Guilford ,HD01_VD73,2015,Estimate; Female: - 45 to 64 years: - Associate's degree,7397,1540.6,786.02,10.63
United States,HD01_VD74,2015,Estimate; Female: - 45 to 64 years: - Bachelor's degree,8036926,52265.87,26666.26,0.33
North Carolina,HD01_VD74,2015,Estimate; Female: - 45 to 64 years: - Bachelor's degree,270221,8856.34,4518.54,1.67
Durham ,HD01_VD74,2015,Estimate; Female: - 45 to 64 years: - Bachelor's degree,9196,1598.98,815.81,8.87
Forsyth ,HD01_VD74,2015,Estimate; Female: - 45 to 64 years: - Bachelor's degree,11100,1755.06,895.44,8.07
Guilford ,HD01_VD74,2015,Estimate; Female: - 45 to 64 years: - Bachelor's degree,15704,1683.57,858.96,5.47
United States,HD01_VD75,2015,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,4974030,40597.62,20713.07,0.42
North Carolina,HD01_VD75,2015,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,147171,6277.96,3203.04,2.18
Durham ,HD01_VD75,2015,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,9278,1566.81,799.39,8.62
Forsyth ,HD01_VD75,2015,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,6378,1195.06,609.72,9.56
Guilford ,HD01_VD75,2015,Estimate; Female: - 45 to 64 years: - Graduate or professional degree,9178,1663.32,848.63,9.25
United States,HD01_VD76,2015,Estimate; Female: - 65 years and over:,26677825,16525.96,8431.61,0.03
North Carolina,HD01_VD76,2015,Estimate; Female: - 65 years and over:,856666,3261.11,1663.83,0.19
Durham ,HD01_VD76,2015,Estimate; Female: - 65 years and over:,19848,616,314.29,1.58
Forsyth ,HD01_VD76,2015,Estimate; Female: - 65 years and over:,31889,654.13,333.74,1.05
Guilford ,HD01_VD76,2015,Estimate; Female: - 65 years and over:,42570,599.32,305.78,0.72
United States,HD01_VD77,2015,Estimate; Female: - 65 years and over: - Less than 9th grade,2387137,24091.91,12291.79,0.51
North Carolina,HD01_VD77,2015,Estimate; Female: - 65 years and over: - Less than 9th grade,62517,4556.26,2324.62,3.72
Durham ,HD01_VD77,2015,Estimate; Female: - 65 years and over: - Less than 9th grade,1706,773.28,394.53,23.13
Forsyth ,HD01_VD77,2015,Estimate; Female: - 65 years and over: - Less than 9th grade,1435,620.77,316.72,22.07
Guilford ,HD01_VD77,2015,Estimate; Female: - 65 years and over: - Less than 9th grade,2109,579.06,295.44,14.01
United States,HD01_VD78,2015,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",2425882,24788.94,12647.42,0.52
North Carolina,HD01_VD78,2015,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",101498,5122.21,2613.37,2.57
Durham ,HD01_VD78,2015,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",1908,793.53,404.86,21.22
Forsyth ,HD01_VD78,2015,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",3151,887.66,452.89,14.37
Guilford ,HD01_VD78,2015,"Estimate; Female: - 65 years and over: - 9th to 12th grade, no diploma",4079,1223.66,624.32,15.31
United States,HD01_VD79,2015,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),9529480,41409.02,21127.05,0.22
North Carolina,HD01_VD79,2015,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),293928,7241.87,3694.83,1.26
Durham ,HD01_VD79,2015,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),5446,1038.98,530.09,9.73
Forsyth ,HD01_VD79,2015,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),12017,1456,742.86,6.18
Guilford ,HD01_VD79,2015,Estimate; Female: - 65 years and over: - High school graduate (includes equivalency),13391,1683.57,858.96,6.41
United States,HD01_VD80,2015,"Estimate; Female: - 65 years and over: - Some college, no degree",5135754,34404.26,17553.19,0.34
North Carolina,HD01_VD80,2015,"Estimate; Female: - 65 years and over: - Some college, no degree",168746,5931.23,3026.14,1.79
Durham ,HD01_VD80,2015,"Estimate; Female: - 65 years and over: - Some college, no degree",3697,972.26,496.05,13.42
Forsyth ,HD01_VD80,2015,"Estimate; Female: - 65 years and over: - Some college, no degree",6126,1167.66,595.74,9.72
Guilford ,HD01_VD80,2015,"Estimate; Female: - 65 years and over: - Some college, no degree",9812,1344,685.71,6.99
United States,HD01_VD81,2015,Estimate; Female: - 65 years and over: - Associate's degree,1524590,19398.64,9897.27,0.65
North Carolina,HD01_VD81,2015,Estimate; Female: - 65 years and over: - Associate's degree,55183,3920,2e3,3.62
Durham ,HD01_VD81,2015,Estimate; Female: - 65 years and over: - Associate's degree,928,498.04,254.1,27.38
Forsyth ,HD01_VD81,2015,Estimate; Female: - 65 years and over: - Associate's degree,1553,635.06,324.01,20.86
Guilford ,HD01_VD81,2015,Estimate; Female: - 65 years and over: - Associate's degree,2225,840,428.57,19.26
United States,HD01_VD82,2015,Estimate; Female: - 65 years and over: - Bachelor's degree,3262367,28573.11,14578.12,0.45
North Carolina,HD01_VD82,2015,Estimate; Female: - 65 years and over: - Bachelor's degree,105225,4719.49,2407.9,2.29
Durham ,HD01_VD82,2015,Estimate; Female: - 65 years and over: - Bachelor's degree,3213,941.28,480.24,14.95
Forsyth ,HD01_VD82,2015,Estimate; Female: - 65 years and over: - Bachelor's degree,5136,1110.47,566.57,11.03
Guilford ,HD01_VD82,2015,Estimate; Female: - 65 years and over: - Bachelor's degree,6120,1330.89,679.03,11.1
United States,HD01_VD83,2015,Estimate; Female: - 65 years and over: - Graduate or professional degree,2412615,27424.51,13992.1,0.58
North Carolina,HD01_VD83,2015,Estimate; Female: - 65 years and over: - Graduate or professional degree,69569,4652.77,2373.86,3.41
Durham ,HD01_VD83,2015,Estimate; Female: - 65 years and over: - Graduate or professional degree,2950,788.77,402.43,13.64
Forsyth ,HD01_VD83,2015,Estimate; Female: - 65 years and over: - Graduate or professional degree,2471,710.13,362.31,14.66
Guilford ,HD01_VD83,2015,Estimate; Female: - 65 years and over: - Graduate or professional degree,4834,1114.04,568.39,11.76
United States,HD01_VD01,2016,Estimate; Total:,249489772,39720.68,20265.65,0.01
North Carolina,HD01_VD01,2016,Estimate; Total:,7849894,4408.51,2249.24,0.03
Durham ,HD01_VD01,2016,Estimate; Total:,240061,156.09,79.64,0.03
Forsyth ,HD01_VD01,2016,Estimate; Total:,284168,517.11,263.83,0.09
Guilford ,HD01_VD01,2016,Estimate; Total:,403168,365.79,186.63,0.05
United States,HD01_VD02,2016,Estimate; Male:,121383148,29927.83,15269.3,0.01
North Carolina,HD01_VD02,2016,Estimate; Male:,3756375,5141.28,2623.1,0.07
Durham ,HD01_VD02,2016,Estimate; Male:,112588,836.43,426.75,0.38
Forsyth ,HD01_VD02,2016,Estimate; Male:,131994,548.09,279.64,0.21
Guilford ,HD01_VD02,2016,Estimate; Male:,187116,437.28,223.1,0.12
United States,HD01_VD03,2016,Estimate; Male: - 18 to 24 years:,15916664,29251.06,14924.01,0.09
North Carolina,HD01_VD03,2016,Estimate; Male: - 18 to 24 years:,500021,5957.45,3039.52,0.61
Durham ,HD01_VD03,2016,Estimate; Male: - 18 to 24 years:,14858,530.21,270.52,1.82
Forsyth ,HD01_VD03,2016,Estimate; Male: - 18 to 24 years:,17394,381.28,194.53,1.12
Guilford ,HD01_VD03,2016,Estimate; Male: - 18 to 24 years:,26179,188.26,96.05,0.37
United States,HD01_VD04,2016,Estimate; Male: - 18 to 24 years: - Less than 9th grade,278721,11805.28,6023.1,2.16
North Carolina,HD01_VD04,2016,Estimate; Male: - 18 to 24 years: - Less than 9th grade,8757,1913.53,976.29,11.15
Durham ,HD01_VD04,2016,Estimate; Male: - 18 to 24 years: - Less than 9th grade,237,290.72,148.33,62.59
Forsyth ,HD01_VD04,2016,Estimate; Male: - 18 to 24 years: - Less than 9th grade,256,334.81,170.82,66.73
Guilford ,HD01_VD04,2016,Estimate; Male: - 18 to 24 years: - Less than 9th grade,219,231.15,117.93,53.85
United States,HD01_VD05,2016,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",2093314,29725.28,15165.96,0.72
North Carolina,HD01_VD05,2016,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",72695,5199.66,2652.89,3.65
Durham ,HD01_VD05,2016,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",1466,749.45,382.37,26.08
Forsyth ,HD01_VD05,2016,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",3416,984.17,502.13,14.7
Guilford ,HD01_VD05,2016,"Estimate; Male: - 18 to 24 years: - 9th to 12th grade, no diploma",3647,1401.19,714.89,19.6
United States,HD01_VD06,2016,Estimate; Male: - 18 to 24 years: - High school graduate (includes equivalency),5435902,43534.64,22211.55,0.41
North Carolina,HD01_VD06,2016,Estimate; Male: - 18 to 24 years: - High school graduate (includes equivalency),182325,6810.55,3474.77,1.91
Durham ,HD01_VD06,2016,Estimate; Male: - 18 to 24 years: - High school graduate (includes equivalency),3890,1376.17,702.13,18.05
Forsyth ,HD01_VD06,2016,Estimate; Male: - 18 to 24 years: - High school graduate (includes equivalency),4897,1334.47,680.85,13.9
Guilford ,HD01_VD06,2016,Estimate; Male: - 18 to 24 years: - High school graduate (includes equivalency),7902,1531.06,781.15,9.89
United States,HD01_VD07,2016,"Estimate; Male: - 18 to 24 years: - Some college, no degree",5955465,46908.94,23933.13,0.4
North Carolina,HD01_VD07,2016,"Estimate; Male: - 18 to 24 years: - Some college, no degree",177091,8327.32,4248.63,2.4
Durham ,HD01_VD07,2016,"Estimate; Male: - 18 to 24 years: - Some college, no degree",5925,1154.55,589.06,9.94
Forsyth ,HD01_VD07,2016,"Estimate; Male: - 18 to 24 years: - Some college, no degree",6864,1339.23,683.28,9.95
Guilford ,HD01_VD07,2016,"Estimate; Male: - 18 to 24 years: - Some college, no degree",10882,1833.7,935.56,8.6
United States,HD01_VD08,2016,Estimate; Male: - 18 to 24 years: - Associate's degree,734976,17581.62,8970.21,1.22
North Carolina,HD01_VD08,2016,Estimate; Male: - 18 to 24 years: - Associate's degree,20080,3338.55,1703.34,8.48
Durham ,HD01_VD08,2016,Estimate; Male: - 18 to 24 years: - Associate's degree,404,570.72,291.18,72.07
Forsyth ,HD01_VD08,2016,Estimate; Male: - 18 to 24 years: - Associate's degree,676,501.62,255.93,37.86
Guilford ,HD01_VD08,2016,Estimate; Male: - 18 to 24 years: - Associate's degree,1118,803.06,409.72,36.65
United States,HD01_VD09,2016,Estimate; Male: - 18 to 24 years: - Bachelor's degree,1320304,21795.91,11120.36,0.84
North Carolina,HD01_VD09,2016,Estimate; Male: - 18 to 24 years: - Bachelor's degree,37413,4306.04,2196.96,5.87
Durham ,HD01_VD09,2016,Estimate; Male: - 18 to 24 years: - Bachelor's degree,2835,1071.15,546.51,19.28
Forsyth ,HD01_VD09,2016,Estimate; Male: - 18 to 24 years: - Bachelor's degree,1285,567.15,289.36,22.52
Guilford ,HD01_VD09,2016,Estimate; Male: - 18 to 24 years: - Bachelor's degree,2167,1198.64,611.55,28.22
United States,HD01_VD10,2016,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,97982,6466.21,3299.09,3.37
North Carolina,HD01_VD10,2016,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,1660,702.98,358.66,21.61
Durham ,HD01_VD10,2016,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,101,142.98,72.95,72.23
Forsyth ,HD01_VD10,2016,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,0,241.87,123.4,Inf
Guilford ,HD01_VD10,2016,Estimate; Male: - 18 to 24 years: - Graduate or professional degree,244,303.83,155.02,63.53
United States,HD01_VD11,2016,Estimate; Male: - 25 to 34 years:,22398722,27986.89,14279.03,0.06
North Carolina,HD01_VD11,2016,Estimate; Male: - 25 to 34 years:,645539,6961.87,3551.97,0.55
Durham ,HD01_VD11,2016,Estimate; Male: - 25 to 34 years:,26702,909.11,463.83,1.74
Forsyth ,HD01_VD11,2016,Estimate; Male: - 25 to 34 years:,22820,508.77,259.58,1.14
Guilford ,HD01_VD11,2016,Estimate; Male: - 25 to 34 years:,33407,8.34,4.26,0.01
United States,HD01_VD12,2016,Estimate; Male: - 25 to 34 years: - Less than 9th grade,801483,21978.21,11213.37,1.4
North Carolina,HD01_VD12,2016,Estimate; Male: - 25 to 34 years: - Less than 9th grade,24494,2809.53,1433.43,5.85
Durham ,HD01_VD12,2016,Estimate; Male: - 25 to 34 years: - Less than 9th grade,1414,924.6,471.73,33.36
Forsyth ,HD01_VD12,2016,Estimate; Male: - 25 to 34 years: - Less than 9th grade,866,530.21,270.52,31.24
Guilford ,HD01_VD12,2016,Estimate; Male: - 25 to 34 years: - Less than 9th grade,1316,621.96,317.33,24.11
United States,HD01_VD13,2016,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",1739048,29672.85,15139.21,0.87
North Carolina,HD01_VD13,2016,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",52813,4985.19,2543.46,4.82
Durham ,HD01_VD13,2016,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",1236,679.15,346.51,28.03
Forsyth ,HD01_VD13,2016,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",1835,841.19,429.18,23.39
Guilford ,HD01_VD13,2016,"Estimate; Male: - 25 to 34 years: - 9th to 12th grade, no diploma",1650,924.6,471.73,28.59
United States,HD01_VD14,2016,Estimate; Male: - 25 to 34 years: - High school graduate (includes equivalency),6062838,47101.96,24031.61,0.4
North Carolina,HD01_VD14,2016,Estimate; Male: - 25 to 34 years: - High school graduate (includes equivalency),164972,8433.36,4302.73,2.61
Durham ,HD01_VD14,2016,Estimate; Male: - 25 to 34 years: - High school graduate (includes equivalency),3060,1158.13,590.88,19.31
Forsyth ,HD01_VD14,2016,Estimate; Male: - 25 to 34 years: - High school graduate (includes equivalency),5206,1391.66,710.03,13.64
Guilford ,HD01_VD14,2016,Estimate; Male: - 25 to 34 years: - High school graduate (includes equivalency),9496,1914.72,976.9,10.29
United States,HD01_VD15,2016,"Estimate; Male: - 25 to 34 years: - Some college, no degree",5063328,43488.17,22187.84,0.44
North Carolina,HD01_VD15,2016,"Estimate; Male: - 25 to 34 years: - Some college, no degree",159236,7451.57,3801.82,2.39
Durham ,HD01_VD15,2016,"Estimate; Male: - 25 to 34 years: - Some college, no degree",4718,1335.66,681.46,14.44
Forsyth ,HD01_VD15,2016,"Estimate; Male: - 25 to 34 years: - Some college, no degree",6851,1632.34,832.83,12.16
Guilford ,HD01_VD15,2016,"Estimate; Male: - 25 to 34 years: - Some college, no degree",8233,1968.34,1004.26,12.2
United States,HD01_VD16,2016,Estimate; Male: - 25 to 34 years: - Associate's degree,1792747,28616,14600,0.81
