,year1,county1,group1,year2,county2,group2,Yes1,No1,Rate1,Yes2,No2,Rate2,Significant,Narrative
411,2015-16,Forsyth,hispanic,2015-16,Guilford,hispanic,199,776,0.204102564,239,472,0.336146273,TRUE,hispanic in Forsyth 2015-16 has a lower 8th Grade Math Score than hispanic in Guilford 2015-16
412,2015-16,Forsyth,male,2017-18,Forsyth,male,740,1311,0.36079961,797,1162,0.406840225,TRUE,male in Forsyth 2015-16 has a lower 8th Grade Math Score than male in Forsyth 2017-18
413,2015-16,Forsyth,male,2016-17,Forsyth,male,740,1311,0.36079961,815,1290,0.387173397,FALSE,male in Forsyth 2015-16 has a similar 8th Grade Math Score compared to male in Forsyth 2016-17
414,2015-16,Forsyth,male,2014-15,Forsyth,male,740,1311,0.36079961,805,1325,0.377934272,FALSE,male in Forsyth 2015-16 has a similar 8th Grade Math Score compared to male in Forsyth 2014-15
415,2015-16,Forsyth,male,2015-16,Forsyth,female,740,1311,0.36079961,765,1238,0.381927109,FALSE,male in Forsyth 2015-16 has a similar 8th Grade Math Score compared to female in Forsyth 2015-16
416,2015-16,Forsyth,male,2015-16,Durham,male,740,1311,0.36079961,340,861,0.283097419,TRUE,male in Forsyth 2015-16 has a higher 8th Grade Math Score than male in Durham 2015-16
417,2015-16,Forsyth,male,2015-16,Guilford,male,740,1311,0.36079961,1088,1646,0.397951719,TRUE,male in Forsyth 2015-16 has a lower 8th Grade Math Score than male in Guilford 2015-16
418,2015-16,Forsyth,female,2017-18,Forsyth,female,765,1238,0.381927109,789,1055,0.427874187,TRUE,female in Forsyth 2015-16 has a lower 8th Grade Math Score than female in Forsyth 2017-18
419,2015-16,Forsyth,female,2016-17,Forsyth,female,765,1238,0.381927109,854,1213,0.413159168,TRUE,female in Forsyth 2015-16 has a lower 8th Grade Math Score than female in Forsyth 2016-17
420,2015-16,Forsyth,female,2014-15,Forsyth,female,765,1238,0.381927109,788,1201,0.396178984,FALSE,female in Forsyth 2015-16 has a similar 8th Grade Math Score compared to female in Forsyth 2014-15
421,2015-16,Forsyth,female,2015-16,Forsyth,male,765,1238,0.381927109,740,1311,0.36079961,FALSE,female in Forsyth 2015-16 has a similar 8th Grade Math Score compared to male in Forsyth 2015-16
422,2015-16,Forsyth,female,2015-16,Durham,female,765,1238,0.381927109,429,792,0.351351351,FALSE,female in Forsyth 2015-16 has a similar 8th Grade Math Score compared to female in Durham 2015-16
423,2015-16,Forsyth,female,2015-16,Guilford,female,765,1238,0.381927109,1177,1450,0.448039589,TRUE,female in Forsyth 2015-16 has a lower 8th Grade Math Score than female in Guilford 2015-16
424,2015-16,Forsyth,eds,2017-18,Forsyth,eds,358,1516,0.191035219,390,1337,0.22582513,TRUE,eds in Forsyth 2015-16 has a lower 8th Grade Math Score than eds in Forsyth 2017-18
425,2015-16,Forsyth,eds,2016-17,Forsyth,eds,358,1516,0.191035219,430,1600,0.21182266,FALSE,eds in Forsyth 2015-16 has a similar 8th Grade Math Score compared to eds in Forsyth 2016-17
426,2015-16,Forsyth,eds,2014-15,Forsyth,eds,358,1516,0.191035219,470,1799,0.207139709,FALSE,eds in Forsyth 2015-16 has a similar 8th Grade Math Score compared to eds in Forsyth 2014-15
427,2015-16,Forsyth,eds,2015-16,Forsyth,not_eds,358,1516,0.191035219,1149,1031,0.52706422,TRUE,eds in Forsyth 2015-16 has a lower 8th Grade Math Score than not_eds in Forsyth 2015-16
428,2015-16,Forsyth,eds,2015-16,Durham,eds,358,1516,0.191035219,294,1220,0.194187583,FALSE,eds in Forsyth 2015-16 has a similar 8th Grade Math Score compared to eds in Durham 2015-16
429,2015-16,Forsyth,eds,2015-16,Guilford,eds,358,1516,0.191035219,654,1902,0.255868545,TRUE,eds in Forsyth 2015-16 has a lower 8th Grade Math Score than eds in Guilford 2015-16
430,2015-16,Forsyth,not_eds,2017-18,Forsyth,not_eds,1149,1031,0.52706422,1196,880,0.5761079,TRUE,not_eds in Forsyth 2015-16 has a lower 8th Grade Math Score than not_eds in Forsyth 2017-18
431,2015-16,Forsyth,not_eds,2016-17,Forsyth,not_eds,1149,1031,0.52706422,1236,906,0.577030812,TRUE,not_eds in Forsyth 2015-16 has a lower 8th Grade Math Score than not_eds in Forsyth 2016-17
432,2015-16,Forsyth,not_eds,2014-15,Forsyth,not_eds,1149,1031,0.52706422,1123,727,0.607027027,TRUE,not_eds in Forsyth 2015-16 has a lower 8th Grade Math Score than not_eds in Forsyth 2014-15
433,2015-16,Forsyth,not_eds,2015-16,Forsyth,eds,1149,1031,0.52706422,358,1516,0.191035219,TRUE,not_eds in Forsyth 2015-16 has a higher 8th Grade Math Score than eds in Forsyth 2015-16
434,2015-16,Forsyth,not_eds,2015-16,Durham,not_eds,1149,1031,0.52706422,474,434,0.522026432,FALSE,not_eds in Forsyth 2015-16 has a similar 8th Grade Math Score compared to not_eds in Durham 2015-16
435,2015-16,Forsyth,not_eds,2015-16,Guilford,not_eds,1149,1031,0.52706422,1607,1198,0.572905526,TRUE,not_eds in Forsyth 2015-16 has a lower 8th Grade Math Score than not_eds in Guilford 2015-16
436,2015-16,Forsyth,ALL,2017-18,Forsyth,ALL,1504,2550,0.370991613,1586,2217,0.41703918,TRUE,ALL in Forsyth 2015-16 has a lower 8th Grade Math Score than ALL in Forsyth 2017-18
437,2015-16,Forsyth,ALL,2016-17,Forsyth,ALL,1504,2550,0.370991613,1669,2503,0.400047939,TRUE,ALL in Forsyth 2015-16 has a lower 8th Grade Math Score than ALL in Forsyth 2016-17
438,2015-16,Forsyth,ALL,2014-15,Forsyth,ALL,1504,2550,0.370991613,1594,2525,0.386987133,FALSE,ALL in Forsyth 2015-16 has a similar 8th Grade Math Score compared to ALL in Forsyth 2014-15
439,2015-16,Forsyth,ALL,2015-16,Durham,ALL,1504,2550,0.370991613,768,1654,0.317093311,TRUE,ALL in Forsyth 2015-16 has a higher 8th Grade Math Score than ALL in Durham 2015-16
440,2015-16,Forsyth,ALL,2015-16,Guilford,ALL,1504,2550,0.370991613,2262,3099,0.421936206,TRUE,ALL in Forsyth 2015-16 has a lower 8th Grade Math Score than ALL in Guilford 2015-16
441,2014-15,Forsyth,black,2017-18,Forsyth,black,217,989,0.179933665,233,808,0.223823247,TRUE,black in Forsyth 2014-15 has a lower 8th Grade Math Score than black in Forsyth 2017-18
442,2014-15,Forsyth,black,2016-17,Forsyth,black,217,989,0.179933665,231,965,0.193143813,FALSE,black in Forsyth 2014-15 has a similar 8th Grade Math Score compared to black in Forsyth 2016-17
443,2014-15,Forsyth,black,2015-16,Forsyth,black,217,989,0.179933665,229,930,0.197584124,FALSE,black in Forsyth 2014-15 has a similar 8th Grade Math Score compared to black in Forsyth 2015-16
444,2014-15,Forsyth,black,2014-15,Forsyth,white,217,989,0.179933665,1010,731,0.580126364,TRUE,black in Forsyth 2014-15 has a lower 8th Grade Math Score than white in Forsyth 2014-15
445,2014-15,Forsyth,black,2014-15,Forsyth,hispanic,217,989,0.179933665,230,669,0.255839822,TRUE,black in Forsyth 2014-15 has a lower 8th Grade Math Score than hispanic in Forsyth 2014-15
446,2014-15,Forsyth,black,2014-15,Durham,black,217,989,0.179933665,342,952,0.264296754,TRUE,black in Forsyth 2014-15 has a lower 8th Grade Math Score than black in Durham 2014-15
447,2014-15,Forsyth,black,2014-15,Guilford,black,217,989,0.179933665,554,1687,0.247211066,TRUE,black in Forsyth 2014-15 has a lower 8th Grade Math Score than black in Guilford 2014-15
448,2014-15,Forsyth,white,2017-18,Forsyth,white,1010,731,0.580126364,932,518,0.642758621,TRUE,white in Forsyth 2014-15 has a lower 8th Grade Math Score than white in Forsyth 2017-18
449,2014-15,Forsyth,white,2016-17,Forsyth,white,1010,731,0.580126364,1020,581,0.637101811,TRUE,white in Forsyth 2014-15 has a lower 8th Grade Math Score than white in Forsyth 2016-17
450,2014-15,Forsyth,white,2015-16,Forsyth,white,1010,731,0.580126364,944,690,0.577723378,FALSE,white in Forsyth 2014-15 has a similar 8th Grade Math Score compared to white in Forsyth 2015-16
451,2014-15,Forsyth,white,2014-15,Forsyth,black,1010,731,0.580126364,217,989,0.179933665,TRUE,white in Forsyth 2014-15 has a higher 8th Grade Math Score than black in Forsyth 2014-15
452,2014-15,Forsyth,white,2014-15,Forsyth,hispanic,1010,731,0.580126364,230,669,0.255839822,TRUE,white in Forsyth 2014-15 has a higher 8th Grade Math Score than hispanic in Forsyth 2014-15
453,2014-15,Forsyth,white,2014-15,Durham,white,1010,731,0.580126364,282,113,0.713924051,TRUE,white in Forsyth 2014-15 has a lower 8th Grade Math Score than white in Durham 2014-15
454,2014-15,Forsyth,white,2014-15,Guilford,white,1010,731,0.580126364,1249,769,0.618929633,TRUE,white in Forsyth 2014-15 has a lower 8th Grade Math Score than white in Guilford 2014-15
455,2014-15,Forsyth,hispanic,2017-18,Forsyth,hispanic,230,669,0.255839822,277,751,0.269455253,FALSE,hispanic in Forsyth 2014-15 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2017-18
456,2014-15,Forsyth,hispanic,2016-17,Forsyth,hispanic,230,669,0.255839822,268,817,0.247004608,FALSE,hispanic in Forsyth 2014-15 has a similar 8th Grade Math Score compared to hispanic in Forsyth 2016-17
457,2014-15,Forsyth,hispanic,2015-16,Forsyth,hispanic,230,669,0.255839822,199,776,0.204102564,TRUE,hispanic in Forsyth 2014-15 has a higher 8th Grade Math Score than hispanic in Forsyth 2015-16
458,2014-15,Forsyth,hispanic,2014-15,Forsyth,black,230,669,0.255839822,217,989,0.179933665,TRUE,hispanic in Forsyth 2014-15 has a higher 8th Grade Math Score than black in Forsyth 2014-15
459,2014-15,Forsyth,hispanic,2014-15,Forsyth,white,230,669,0.255839822,1010,731,0.580126364,TRUE,hispanic in Forsyth 2014-15 has a lower 8th Grade Math Score than white in Forsyth 2014-15
460,2014-15,Forsyth,hispanic,2014-15,Durham,hispanic,230,669,0.255839822,171,444,0.27804878,FALSE,hispanic in Forsyth 2014-15 has a similar 8th Grade Math Score compared to hispanic in Durham 2014-15
461,2014-15,Forsyth,hispanic,2014-15,Guilford,hispanic,230,669,0.255839822,198,481,0.291605302,FALSE,hispanic in Forsyth 2014-15 has a similar 8th Grade Math Score compared to hispanic in Guilford 2014-15
462,2014-15,Forsyth,male,2017-18,Forsyth,male,805,1325,0.377934272,797,1162,0.406840225,FALSE,male in Forsyth 2014-15 has a similar 8th Grade Math Score compared to male in Forsyth 2017-18
463,2014-15,Forsyth,male,2016-17,Forsyth,male,805,1325,0.377934272,815,1290,0.387173397,FALSE,male in Forsyth 2014-15 has a similar 8th Grade Math Score compared to male in Forsyth 2016-17
464,2014-15,Forsyth,male,2015-16,Forsyth,male,805,1325,0.377934272,740,1311,0.36079961,FALSE,male in Forsyth 2014-15 has a similar 8th Grade Math Score compared to male in Forsyth 2015-16
465,2014-15,Forsyth,male,2014-15,Forsyth,female,805,1325,0.377934272,788,1201,0.396178984,FALSE,male in Forsyth 2014-15 has a similar 8th Grade Math Score compared to female in Forsyth 2014-15
466,2014-15,Forsyth,male,2014-15,Durham,male,805,1325,0.377934272,406,828,0.329011345,TRUE,male in Forsyth 2014-15 has a higher 8th Grade Math Score than male in Durham 2014-15
467,2014-15,Forsyth,male,2014-15,Guilford,male,805,1325,0.377934272,1183,1648,0.417873543,TRUE,male in Forsyth 2014-15 has a lower 8th Grade Math Score than male in Guilford 2014-15
468,2014-15,Forsyth,female,2017-18,Forsyth,female,788,1201,0.396178984,789,1055,0.427874187,FALSE,female in Forsyth 2014-15 has a similar 8th Grade Math Score compared to female in Forsyth 2017-18
469,2014-15,Forsyth,female,2016-17,Forsyth,female,788,1201,0.396178984,854,1213,0.413159168,FALSE,female in Forsyth 2014-15 has a similar 8th Grade Math Score compared to female in Forsyth 2016-17
470,2014-15,Forsyth,female,2015-16,Forsyth,female,788,1201,0.396178984,765,1238,0.381927109,FALSE,female in Forsyth 2014-15 has a similar 8th Grade Math Score compared to female in Forsyth 2015-16
471,2014-15,Forsyth,female,2014-15,Forsyth,male,788,1201,0.396178984,805,1325,0.377934272,FALSE,female in Forsyth 2014-15 has a similar 8th Grade Math Score compared to male in Forsyth 2014-15
472,2014-15,Forsyth,female,2014-15,Durham,female,788,1201,0.396178984,468,723,0.392947103,FALSE,female in Forsyth 2014-15 has a similar 8th Grade Math Score compared to female in Durham 2014-15
473,2014-15,Forsyth,female,2014-15,Guilford,female,788,1201,0.396178984,1115,1591,0.412047302,FALSE,female in Forsyth 2014-15 has a similar 8th Grade Math Score compared to female in Guilford 2014-15
474,2014-15,Forsyth,eds,2017-18,Forsyth,eds,470,1799,0.207139709,390,1337,0.22582513,FALSE,eds in Forsyth 2014-15 has a similar 8th Grade Math Score compared to eds in Forsyth 2017-18
475,2014-15,Forsyth,eds,2016-17,Forsyth,eds,470,1799,0.207139709,430,1600,0.21182266,FALSE,eds in Forsyth 2014-15 has a similar 8th Grade Math Score compared to eds in Forsyth 2016-17
476,2014-15,Forsyth,eds,2015-16,Forsyth,eds,470,1799,0.207139709,358,1516,0.191035219,FALSE,eds in Forsyth 2014-15 has a similar 8th Grade Math Score compared to eds in Forsyth 2015-16
477,2014-15,Forsyth,eds,2014-15,Forsyth,not_eds,470,1799,0.207139709,1123,727,0.607027027,TRUE,eds in Forsyth 2014-15 has a lower 8th Grade Math Score than not_eds in Forsyth 2014-15
478,2014-15,Forsyth,eds,2014-15,Durham,eds,470,1799,0.207139709,352,1199,0.226950355,FALSE,eds in Forsyth 2014-15 has a similar 8th Grade Math Score compared to eds in Durham 2014-15
479,2014-15,Forsyth,eds,2014-15,Guilford,eds,470,1799,0.207139709,684,2061,0.249180328,TRUE,eds in Forsyth 2014-15 has a lower 8th Grade Math Score than eds in Guilford 2014-15
480,2014-15,Forsyth,not_eds,2017-18,Forsyth,not_eds,1123,727,0.607027027,1196,880,0.5761079,FALSE,not_eds in Forsyth 2014-15 has a similar 8th Grade Math Score compared to not_eds in Forsyth 2017-18
481,2014-15,Forsyth,not_eds,2016-17,Forsyth,not_eds,1123,727,0.607027027,1236,906,0.577030812,FALSE,not_eds in Forsyth 2014-15 has a similar 8th Grade Math Score compared to not_eds in Forsyth 2016-17
482,2014-15,Forsyth,not_eds,2015-16,Forsyth,not_eds,1123,727,0.607027027,1149,1031,0.52706422,TRUE,not_eds in Forsyth 2014-15 has a higher 8th Grade Math Score than not_eds in Forsyth 2015-16
483,2014-15,Forsyth,not_eds,2014-15,Forsyth,eds,1123,727,0.607027027,470,1799,0.207139709,TRUE,not_eds in Forsyth 2014-15 has a higher 8th Grade Math Score than eds in Forsyth 2014-15
484,2014-15,Forsyth,not_eds,2014-15,Durham,not_eds,1123,727,0.607027027,522,352,0.597254005,FALSE,not_eds in Forsyth 2014-15 has a similar 8th Grade Math Score compared to not_eds in Durham 2014-15
485,2014-15,Forsyth,not_eds,2014-15,Guilford,not_eds,1123,727,0.607027027,1614,1178,0.578080229,FALSE,not_eds in Forsyth 2014-15 has a similar 8th Grade Math Score compared to not_eds in Guilford 2014-15
486,2014-15,Forsyth,ALL,2017-18,Forsyth,ALL,1594,2525,0.386987133,1586,2217,0.41703918,TRUE,ALL in Forsyth 2014-15 has a lower 8th Grade Math Score than ALL in Forsyth 2017-18
487,2014-15,Forsyth,ALL,2016-17,Forsyth,ALL,1594,2525,0.386987133,1669,2503,0.400047939,FALSE,ALL in Forsyth 2014-15 has a similar 8th Grade Math Score compared to ALL in Forsyth 2016-17
488,2014-15,Forsyth,ALL,2015-16,Forsyth,ALL,1594,2525,0.386987133,1504,2550,0.370991613,FALSE,ALL in Forsyth 2014-15 has a similar 8th Grade Math Score compared to ALL in Forsyth 2015-16
489,2014-15,Forsyth,ALL,2014-15,Durham,ALL,1594,2525,0.386987133,873,1552,0.36,TRUE,ALL in Forsyth 2014-15 has a higher 8th Grade Math Score than ALL in Durham 2014-15
490,2014-15,Forsyth,ALL,2014-15,Guilford,ALL,1594,2525,0.386987133,2298,3239,0.415026187,TRUE,ALL in Forsyth 2014-15 has a lower 8th Grade Math Score than ALL in Guilford 2014-15
491,2013-14,Forsyth,ALL,2013-14,Durham,ALL,1591,2629,0.377014218,690,1739,0.284067517,TRUE,ALL in Forsyth 2013-14 has a higher 8th Grade Math Score than ALL in Durham 2013-14
492,2013-14,Forsyth,ALL,2013-14,Guilford,ALL,1591,2629,0.377014218,2342,3426,0.406033287,TRUE,ALL in Forsyth 2013-14 has a lower 8th Grade Math Score than ALL in Guilford 2013-14
