geo_description,label,year,description,estimate,moe,se,cv
Forsyth ,HC01_EST_VC01,2006,Total; Estimate; Total population,332355,NA,NA,NA
Forsyth ,HC01_EST_VC03,2012,Total; Estimate; AGE - Under 5 years,6.6,0.12,0.06,0.91
Forsyth ,HC02_EST_VC03,2012,Male; Estimate; AGE - Under 5 years,7.1,0.12,0.06,0.85
Forsyth ,HC03_EST_VC03,2012,Female; Estimate; AGE - Under 5 years,6.2,0.12,0.06,0.97
Forsyth ,HC01_EST_VC04,2012,Total; Estimate; AGE - 5 to 9 years,6.6,0.6,0.31,4.7
Forsyth ,HC02_EST_VC04,2012,Male; Estimate; AGE - 5 to 9 years,7.1,0.71,0.36,5.07
Forsyth ,HC03_EST_VC04,2012,Female; Estimate; AGE - 5 to 9 years,6.1,0.95,0.48,7.87
Forsyth ,HC01_EST_VC05,2012,Total; Estimate; AGE - 10 to 14 years,6.9,0.6,0.31,4.49
Forsyth ,HC02_EST_VC05,2012,Male; Estimate; AGE - 10 to 14 years,7.6,0.71,0.36,4.74
Forsyth ,HC03_EST_VC05,2012,Female; Estimate; AGE - 10 to 14 years,6.3,0.95,0.48,7.62
Forsyth ,HC01_EST_VC06,2012,Total; Estimate; AGE - 15 to 19 years,7,0.24,0.12,1.71
Forsyth ,HC02_EST_VC06,2012,Male; Estimate; AGE - 15 to 19 years,7.4,0.36,0.18,2.43
Forsyth ,HC03_EST_VC06,2012,Female; Estimate; AGE - 15 to 19 years,6.7,0.24,0.12,1.79
Forsyth ,HC01_EST_VC07,2012,Total; Estimate; AGE - 20 to 24 years,6.9,0.24,0.12,1.74
Forsyth ,HC02_EST_VC07,2012,Male; Estimate; AGE - 20 to 24 years,6.6,0.36,0.18,2.73
Forsyth ,HC03_EST_VC07,2012,Female; Estimate; AGE - 20 to 24 years,7.2,0.24,0.12,1.67
Forsyth ,HC01_EST_VC08,2012,Total; Estimate; AGE - 25 to 29 years,6.3,0.12,0.06,0.95
Forsyth ,HC02_EST_VC08,2012,Male; Estimate; AGE - 25 to 29 years,6.3,0.12,0.06,0.95
Forsyth ,HC03_EST_VC08,2012,Female; Estimate; AGE - 25 to 29 years,6.3,0.12,0.06,0.95
Forsyth ,HC01_EST_VC09,2012,Total; Estimate; AGE - 30 to 34 years,6.6,0.24,0.12,1.82
Forsyth ,HC02_EST_VC09,2012,Male; Estimate; AGE - 30 to 34 years,6.6,0.36,0.18,2.73
Forsyth ,HC03_EST_VC09,2012,Female; Estimate; AGE - 30 to 34 years,6.6,0.24,0.12,1.82
Forsyth ,HC01_EST_VC10,2012,Total; Estimate; AGE - 35 to 39 years,5.8,0.6,0.31,5.34
Forsyth ,HC02_EST_VC10,2012,Male; Estimate; AGE - 35 to 39 years,5.7,0.83,0.42,7.37
Forsyth ,HC03_EST_VC10,2012,Female; Estimate; AGE - 35 to 39 years,5.8,0.83,0.42,7.24
Forsyth ,HC01_EST_VC11,2012,Total; Estimate; AGE - 40 to 44 years,7.3,0.6,0.31,4.25
Forsyth ,HC02_EST_VC11,2012,Male; Estimate; AGE - 40 to 44 years,7.7,0.71,0.36,4.68
Forsyth ,HC03_EST_VC11,2012,Female; Estimate; AGE - 40 to 44 years,7,0.71,0.36,5.14
Forsyth ,HC01_EST_VC12,2012,Total; Estimate; AGE - 45 to 49 years,7,0.12,0.06,0.86
Forsyth ,HC02_EST_VC12,2012,Male; Estimate; AGE - 45 to 49 years,7,0.24,0.12,1.71
Forsyth ,HC03_EST_VC12,2012,Female; Estimate; AGE - 45 to 49 years,7.1,0.24,0.12,1.69
Forsyth ,HC01_EST_VC13,2012,Total; Estimate; AGE - 50 to 54 years,7.1,0.12,0.06,0.85
Forsyth ,HC02_EST_VC13,2012,Male; Estimate; AGE - 50 to 54 years,7.1,0.12,0.06,0.85
Forsyth ,HC03_EST_VC13,2012,Female; Estimate; AGE - 50 to 54 years,7.1,0.24,0.12,1.69
Forsyth ,HC01_EST_VC14,2012,Total; Estimate; AGE - 55 to 59 years,6.5,0.48,0.24,3.69
Forsyth ,HC02_EST_VC14,2012,Male; Estimate; AGE - 55 to 59 years,6.6,0.83,0.42,6.36
Forsyth ,HC03_EST_VC14,2012,Female; Estimate; AGE - 55 to 59 years,6.4,0.6,0.31,4.84
Forsyth ,HC01_EST_VC15,2012,Total; Estimate; AGE - 60 to 64 years,5.6,0.48,0.24,4.29
Forsyth ,HC02_EST_VC15,2012,Male; Estimate; AGE - 60 to 64 years,5.2,0.71,0.36,6.92
Forsyth ,HC03_EST_VC15,2012,Female; Estimate; AGE - 60 to 64 years,6,0.6,0.31,5.17
Forsyth ,HC01_EST_VC16,2012,Total; Estimate; AGE - 65 to 69 years,4.7,0.36,0.18,3.83
Forsyth ,HC02_EST_VC16,2012,Male; Estimate; AGE - 65 to 69 years,4.6,0.6,0.31,6.74
Forsyth ,HC03_EST_VC16,2012,Female; Estimate; AGE - 65 to 69 years,4.8,0.48,0.24,5
Forsyth ,HC01_EST_VC17,2012,Total; Estimate; AGE - 70 to 74 years,2.9,0.36,0.18,6.21
Forsyth ,HC02_EST_VC17,2012,Male; Estimate; AGE - 70 to 74 years,2.7,0.48,0.24,8.89
Forsyth ,HC03_EST_VC17,2012,Female; Estimate; AGE - 70 to 74 years,3,0.48,0.24,8
Forsyth ,HC01_EST_VC18,2012,Total; Estimate; AGE - 75 to 79 years,2.5,0.36,0.18,7.2
Forsyth ,HC02_EST_VC18,2012,Male; Estimate; AGE - 75 to 79 years,2.1,0.48,0.24,11.43
Forsyth ,HC03_EST_VC18,2012,Female; Estimate; AGE - 75 to 79 years,2.7,0.48,0.24,8.89
Forsyth ,HC01_EST_VC19,2012,Total; Estimate; AGE - 80 to 84 years,2,0.36,0.18,9
Forsyth ,HC02_EST_VC19,2012,Male; Estimate; AGE - 80 to 84 years,1.6,0.36,0.18,11.25
Forsyth ,HC03_EST_VC19,2012,Female; Estimate; AGE - 80 to 84 years,2.4,0.48,0.24,10
Forsyth ,HC01_EST_VC20,2012,Total; Estimate; AGE - 85 years and over,1.7,0.36,0.18,10.59
Forsyth ,HC02_EST_VC20,2012,Male; Estimate; AGE - 85 years and over,1.1,0.36,0.18,16.36
Forsyth ,HC03_EST_VC20,2012,Female; Estimate; AGE - 85 years and over,2.2,0.48,0.24,10.91
Forsyth ,HC01_EST_VC23,2012,Total; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,13.5,0.12,0.06,0.44
Forsyth ,HC02_EST_VC23,2012,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,14.7,0.24,0.12,0.82
Forsyth ,HC03_EST_VC23,2012,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,12.5,0.12,0.06,0.48
Forsyth ,HC01_EST_VC24,2012,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.9,0.12,0.06,1.54
Forsyth ,HC02_EST_VC24,2012,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,4.2,0.12,0.06,1.43
Forsyth ,HC03_EST_VC24,2012,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.6,0.24,0.12,3.33
Forsyth ,HC01_EST_VC25,2012,Total; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,10.1,0.12,0.06,0.59
Forsyth ,HC02_EST_VC25,2012,Male; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.8,0.12,0.06,0.61
Forsyth ,HC03_EST_VC25,2012,Female; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,10.3,0.24,0.12,1.17
Forsyth ,HC01_EST_VC26,2012,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,39.9,0.24,0.12,0.3
Forsyth ,HC02_EST_VC26,2012,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,40.3,0.24,0.12,0.3
Forsyth ,HC03_EST_VC26,2012,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,39.6,0.24,0.12,0.3
Forsyth ,HC01_EST_VC27,2012,Total; Estimate; SELECTED AGE CATEGORIES - 16 years and over,78.7,0.24,0.12,0.15
Forsyth ,HC02_EST_VC27,2012,Male; Estimate; SELECTED AGE CATEGORIES - 16 years and over,77,0.36,0.18,0.23
Forsyth ,HC03_EST_VC27,2012,Female; Estimate; SELECTED AGE CATEGORIES - 16 years and over,80.3,0.36,0.18,0.22
Forsyth ,HC01_EST_VC28,2012,Total; Estimate; SELECTED AGE CATEGORIES - 18 years and over,76,NA,NA,NA
Forsyth ,HC02_EST_VC28,2012,Male; Estimate; SELECTED AGE CATEGORIES - 18 years and over,74.1,0.24,0.12,0.16
Forsyth ,HC03_EST_VC28,2012,Female; Estimate; SELECTED AGE CATEGORIES - 18 years and over,77.8,0.12,0.06,0.08
Forsyth ,HC01_EST_VC29,2012,Total; Estimate; SELECTED AGE CATEGORIES - 60 years and over,19.3,0.48,0.24,1.24
Forsyth ,HC02_EST_VC29,2012,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,17.3,0.83,0.42,2.43
Forsyth ,HC03_EST_VC29,2012,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,21.1,0.6,0.31,1.47
Forsyth ,HC01_EST_VC30,2012,Total; Estimate; SELECTED AGE CATEGORIES - 62 years and over,17,0.48,0.24,1.41
Forsyth ,HC02_EST_VC30,2012,Male; Estimate; SELECTED AGE CATEGORIES - 62 years and over,15.2,0.6,0.31,2.04
Forsyth ,HC03_EST_VC30,2012,Female; Estimate; SELECTED AGE CATEGORIES - 62 years and over,18.7,0.6,0.31,1.66
Forsyth ,HC01_EST_VC31,2012,Total; Estimate; SELECTED AGE CATEGORIES - 65 years and over,13.7,0.12,0.06,0.44
Forsyth ,HC02_EST_VC31,2012,Male; Estimate; SELECTED AGE CATEGORIES - 65 years and over,12.1,0.24,0.12,0.99
Forsyth ,HC03_EST_VC31,2012,Female; Estimate; SELECTED AGE CATEGORIES - 65 years and over,15.1,0.24,0.12,0.79
Forsyth ,HC01_EST_VC32,2012,Total; Estimate; SELECTED AGE CATEGORIES - 75 years and over,6.2,0.12,0.06,0.97
Forsyth ,HC02_EST_VC32,2012,Male; Estimate; SELECTED AGE CATEGORIES - 75 years and over,4.9,0.12,0.06,1.22
Forsyth ,HC03_EST_VC32,2012,Female; Estimate; SELECTED AGE CATEGORIES - 75 years and over,7.3,0.24,0.12,1.64
Forsyth ,HC01_EST_VC35,2012,Total; Estimate; SUMMARY INDICATORS - Median age (years),37.6,0.36,0.18,0.48
Forsyth ,HC02_EST_VC35,2012,Male; Estimate; SUMMARY INDICATORS - Median age (years),36.1,0.48,0.24,0.66
Forsyth ,HC03_EST_VC35,2012,Female; Estimate; SUMMARY INDICATORS - Median age (years),39,0.6,0.31,0.79
Forsyth ,HC01_EST_VC36,2012,Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),91.2,0.6,0.31,0.34
Forsyth ,HC02_EST_VC36,2012,Male; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC03_EST_VC36,2012,Female; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC01_EST_VC37,2012,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,60.4,0.36,0.18,0.3
Forsyth ,HC02_EST_VC37,2012,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC37,2012,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC38,2012,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio - Old-age dependency ratio,22,0.36,0.18,0.82
Forsyth ,HC02_EST_VC38,2012,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC38,2012,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC39,2012,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio - Child dependency ratio,38.5,0.12,0.06,0.16
Forsyth ,HC02_EST_VC39,2012,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC39,2012,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC42,2012,Total; Estimate; PERCENT IMPUTED - Sex,0.3,NA,NA,NA
Forsyth ,HC02_EST_VC42,2012,Male; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC03_EST_VC42,2012,Female; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC01_EST_VC43,2012,Total; Estimate; PERCENT IMPUTED - Age,0.6,NA,NA,NA
Forsyth ,HC02_EST_VC43,2012,Male; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC03_EST_VC43,2012,Female; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC01_EST_VC01,2013,Total; Estimate; Total population,361220,NA,NA,NA
Forsyth ,HC02_EST_VC01,2013,Male; Estimate; Total population,171381,1047.32,534.35,0.31
Forsyth ,HC03_EST_VC01,2013,Female; Estimate; Total population,189839,1047.32,534.35,0.28
Forsyth ,HC01_EST_VC03,2013,Total; Estimate; AGE - Under 5 years,6.5,0.12,0.06,0.92
Forsyth ,HC02_EST_VC03,2013,Male; Estimate; AGE - Under 5 years,6.9,0.24,0.12,1.74
Forsyth ,HC03_EST_VC03,2013,Female; Estimate; AGE - Under 5 years,6.2,0.12,0.06,0.97
Forsyth ,HC01_EST_VC04,2013,Total; Estimate; AGE - 5 to 9 years,7.2,0.48,0.24,3.33
Forsyth ,HC02_EST_VC04,2013,Male; Estimate; AGE - 5 to 9 years,7.7,0.83,0.42,5.45
Forsyth ,HC03_EST_VC04,2013,Female; Estimate; AGE - 5 to 9 years,6.7,0.71,0.36,5.37
Forsyth ,HC01_EST_VC05,2013,Total; Estimate; AGE - 10 to 14 years,6.3,0.48,0.24,3.81
Forsyth ,HC02_EST_VC05,2013,Male; Estimate; AGE - 10 to 14 years,6.8,0.83,0.42,6.18
Forsyth ,HC03_EST_VC05,2013,Female; Estimate; AGE - 10 to 14 years,5.9,0.71,0.36,6.1
Forsyth ,HC01_EST_VC06,2013,Total; Estimate; AGE - 15 to 19 years,6.8,0.24,0.12,1.76
Forsyth ,HC02_EST_VC06,2013,Male; Estimate; AGE - 15 to 19 years,6.9,0.48,0.24,3.48
Forsyth ,HC03_EST_VC06,2013,Female; Estimate; AGE - 15 to 19 years,6.8,0.36,0.18,2.65
Forsyth ,HC01_EST_VC07,2013,Total; Estimate; AGE - 20 to 24 years,7.1,0.36,0.18,2.54
Forsyth ,HC02_EST_VC07,2013,Male; Estimate; AGE - 20 to 24 years,7.4,0.6,0.31,4.19
Forsyth ,HC03_EST_VC07,2013,Female; Estimate; AGE - 20 to 24 years,6.8,0.36,0.18,2.65
Forsyth ,HC01_EST_VC08,2013,Total; Estimate; AGE - 25 to 29 years,6.2,0.24,0.12,1.94
Forsyth ,HC02_EST_VC08,2013,Male; Estimate; AGE - 25 to 29 years,6.1,0.48,0.24,3.93
Forsyth ,HC03_EST_VC08,2013,Female; Estimate; AGE - 25 to 29 years,6.4,0.12,0.06,0.94
Forsyth ,HC01_EST_VC09,2013,Total; Estimate; AGE - 30 to 34 years,6.4,0.12,0.06,0.94
Forsyth ,HC02_EST_VC09,2013,Male; Estimate; AGE - 30 to 34 years,6.5,0.24,0.12,1.85
Forsyth ,HC03_EST_VC09,2013,Female; Estimate; AGE - 30 to 34 years,6.4,0.24,0.12,1.88
Forsyth ,HC01_EST_VC10,2013,Total; Estimate; AGE - 35 to 39 years,5.6,0.6,0.31,5.54
Forsyth ,HC02_EST_VC10,2013,Male; Estimate; AGE - 35 to 39 years,6.3,0.83,0.42,6.67
Forsyth ,HC03_EST_VC10,2013,Female; Estimate; AGE - 35 to 39 years,5,0.83,0.42,8.4
Forsyth ,HC01_EST_VC11,2013,Total; Estimate; AGE - 40 to 44 years,7.3,0.6,0.31,4.25
Forsyth ,HC02_EST_VC11,2013,Male; Estimate; AGE - 40 to 44 years,6.7,0.83,0.42,6.27
Forsyth ,HC03_EST_VC11,2013,Female; Estimate; AGE - 40 to 44 years,7.8,0.71,0.36,4.62
Forsyth ,HC01_EST_VC12,2013,Total; Estimate; AGE - 45 to 49 years,6.8,0.36,0.18,2.65
Forsyth ,HC02_EST_VC12,2013,Male; Estimate; AGE - 45 to 49 years,6.9,0.36,0.18,2.61
Forsyth ,HC03_EST_VC12,2013,Female; Estimate; AGE - 45 to 49 years,6.6,0.36,0.18,2.73
Forsyth ,HC01_EST_VC13,2013,Total; Estimate; AGE - 50 to 54 years,7.1,0.24,0.12,1.69
Forsyth ,HC02_EST_VC13,2013,Male; Estimate; AGE - 50 to 54 years,7.1,0.36,0.18,2.54
Forsyth ,HC03_EST_VC13,2013,Female; Estimate; AGE - 50 to 54 years,7.2,0.36,0.18,2.5
Forsyth ,HC01_EST_VC14,2013,Total; Estimate; AGE - 55 to 59 years,6.9,0.6,0.31,4.49
Forsyth ,HC02_EST_VC14,2013,Male; Estimate; AGE - 55 to 59 years,6.8,0.95,0.48,7.06
Forsyth ,HC03_EST_VC14,2013,Female; Estimate; AGE - 55 to 59 years,7,0.71,0.36,5.14
Forsyth ,HC01_EST_VC15,2013,Total; Estimate; AGE - 60 to 64 years,5.7,0.6,0.31,5.44
Forsyth ,HC02_EST_VC15,2013,Male; Estimate; AGE - 60 to 64 years,5.4,0.83,0.42,7.78
Forsyth ,HC03_EST_VC15,2013,Female; Estimate; AGE - 60 to 64 years,6,0.71,0.36,6
Forsyth ,HC01_EST_VC16,2013,Total; Estimate; AGE - 65 to 69 years,4.5,0.48,0.24,5.33
Forsyth ,HC02_EST_VC16,2013,Male; Estimate; AGE - 65 to 69 years,4.3,0.71,0.36,8.37
Forsyth ,HC03_EST_VC16,2013,Female; Estimate; AGE - 65 to 69 years,4.7,0.48,0.24,5.11
Forsyth ,HC01_EST_VC17,2013,Total; Estimate; AGE - 70 to 74 years,3.4,0.36,0.18,5.29
Forsyth ,HC02_EST_VC17,2013,Male; Estimate; AGE - 70 to 74 years,3.3,0.48,0.24,7.27
Forsyth ,HC03_EST_VC17,2013,Female; Estimate; AGE - 70 to 74 years,3.4,0.6,0.31,9.12
Forsyth ,HC01_EST_VC18,2013,Total; Estimate; AGE - 75 to 79 years,2.4,0.36,0.18,7.5
Forsyth ,HC02_EST_VC18,2013,Male; Estimate; AGE - 75 to 79 years,2.2,0.48,0.24,10.91
Forsyth ,HC03_EST_VC18,2013,Female; Estimate; AGE - 75 to 79 years,2.6,0.48,0.24,9.23
Forsyth ,HC01_EST_VC19,2013,Total; Estimate; AGE - 80 to 84 years,1.9,0.36,0.18,9.47
Forsyth ,HC02_EST_VC19,2013,Male; Estimate; AGE - 80 to 84 years,1.5,0.36,0.18,12
Forsyth ,HC03_EST_VC19,2013,Female; Estimate; AGE - 80 to 84 years,2.4,0.48,0.24,10
Forsyth ,HC01_EST_VC20,2013,Total; Estimate; AGE - 85 years and over,1.7,0.24,0.12,7.06
Forsyth ,HC02_EST_VC20,2013,Male; Estimate; AGE - 85 years and over,1.3,0.36,0.18,13.85
Forsyth ,HC03_EST_VC20,2013,Female; Estimate; AGE - 85 years and over,2.1,0.36,0.18,8.57
Forsyth ,HC01_EST_VC23,2013,Total; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,13.5,0.12,0.06,0.44
Forsyth ,HC02_EST_VC23,2013,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,14.6,0.48,0.24,1.64
Forsyth ,HC03_EST_VC23,2013,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,12.6,0.36,0.18,1.43
Forsyth ,HC01_EST_VC24,2013,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.8,0.12,0.06,1.58
Forsyth ,HC02_EST_VC24,2013,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.9,0.24,0.12,3.08
Forsyth ,HC03_EST_VC24,2013,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.8,0.36,0.18,4.74
Forsyth ,HC01_EST_VC25,2013,Total; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,10.1,0.24,0.12,1.19
Forsyth ,HC02_EST_VC25,2013,Male; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,10.4,0.6,0.31,2.98
Forsyth ,HC03_EST_VC25,2013,Female; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.8,0.24,0.12,1.22
Forsyth ,HC01_EST_VC26,2013,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,39.5,0.36,0.18,0.46
Forsyth ,HC02_EST_VC26,2013,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,39.9,0.36,0.18,0.45
Forsyth ,HC03_EST_VC26,2013,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,39.1,0.6,0.31,0.79
Forsyth ,HC01_EST_VC27,2013,Total; Estimate; SELECTED AGE CATEGORIES - 16 years and over,78.7,0.36,0.18,0.23
Forsyth ,HC02_EST_VC27,2013,Male; Estimate; SELECTED AGE CATEGORIES - 16 years and over,77.2,0.71,0.36,0.47
Forsyth ,HC03_EST_VC27,2013,Female; Estimate; SELECTED AGE CATEGORIES - 16 years and over,79.9,0.6,0.31,0.39
Forsyth ,HC01_EST_VC28,2013,Total; Estimate; SELECTED AGE CATEGORIES - 18 years and over,76.1,0.12,0.06,0.08
Forsyth ,HC02_EST_VC28,2013,Male; Estimate; SELECTED AGE CATEGORIES - 18 years and over,74.7,0.48,0.24,0.32
Forsyth ,HC03_EST_VC28,2013,Female; Estimate; SELECTED AGE CATEGORIES - 18 years and over,77.5,0.48,0.24,0.31
Forsyth ,HC01_EST_VC29,2013,Total; Estimate; SELECTED AGE CATEGORIES - 60 years and over,19.7,0.6,0.31,1.57
Forsyth ,HC02_EST_VC29,2013,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,17.9,0.95,0.48,2.68
Forsyth ,HC03_EST_VC29,2013,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,21.3,0.71,0.36,1.69
Forsyth ,HC01_EST_VC30,2013,Total; Estimate; SELECTED AGE CATEGORIES - 62 years and over,17.1,0.36,0.18,1.05
Forsyth ,HC02_EST_VC30,2013,Male; Estimate; SELECTED AGE CATEGORIES - 62 years and over,15.6,0.71,0.36,2.31
Forsyth ,HC03_EST_VC30,2013,Female; Estimate; SELECTED AGE CATEGORIES - 62 years and over,18.4,0.6,0.31,1.68
Forsyth ,HC01_EST_VC31,2013,Total; Estimate; SELECTED AGE CATEGORIES - 65 years and over,14,0.24,0.12,0.86
Forsyth ,HC02_EST_VC31,2013,Male; Estimate; SELECTED AGE CATEGORIES - 65 years and over,12.5,0.48,0.24,1.92
Forsyth ,HC03_EST_VC31,2013,Female; Estimate; SELECTED AGE CATEGORIES - 65 years and over,15.3,0.24,0.12,0.78
Forsyth ,HC01_EST_VC32,2013,Total; Estimate; SELECTED AGE CATEGORIES - 75 years and over,6.1,0.12,0.06,0.98
Forsyth ,HC02_EST_VC32,2013,Male; Estimate; SELECTED AGE CATEGORIES - 75 years and over,5,0.12,0.06,1.2
Forsyth ,HC03_EST_VC32,2013,Female; Estimate; SELECTED AGE CATEGORIES - 75 years and over,7.1,0.12,0.06,0.85
Forsyth ,HC01_EST_VC35,2013,Total; Estimate; SUMMARY INDICATORS - Median age (years),38.1,0.48,0.24,0.63
Forsyth ,HC02_EST_VC35,2013,Male; Estimate; SUMMARY INDICATORS - Median age (years),36.4,0.6,0.31,0.85
Forsyth ,HC03_EST_VC35,2013,Female; Estimate; SUMMARY INDICATORS - Median age (years),39.9,0.71,0.36,0.9
Forsyth ,HC01_EST_VC36,2013,Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),90.3,1.07,0.55,0.61
Forsyth ,HC02_EST_VC36,2013,Male; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC03_EST_VC36,2013,Female; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC01_EST_VC37,2013,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,60.9,0.6,0.31,0.51
Forsyth ,HC02_EST_VC37,2013,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC37,2013,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC38,2013,Total; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,22.5,0.36,0.18,0.8
Forsyth ,HC02_EST_VC38,2013,Male; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC38,2013,Female; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC39,2013,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,38.4,0.24,0.12,0.31
Forsyth ,HC02_EST_VC39,2013,Male; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC39,2013,Female; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC42,2013,Total; Estimate; PERCENT IMPUTED - Sex,0.1,NA,NA,NA
Forsyth ,HC02_EST_VC42,2013,Male; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC03_EST_VC42,2013,Female; Estimate; PERCENT IMPUTED - Sex,NA,NA,NA,NA
Forsyth ,HC01_EST_VC43,2013,Total; Estimate; PERCENT IMPUTED - Age,0.8,NA,NA,NA
Forsyth ,HC02_EST_VC43,2013,Male; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC03_EST_VC43,2013,Female; Estimate; PERCENT IMPUTED - Age,NA,NA,NA,NA
Forsyth ,HC01_EST_VC01,2014,Total; Estimate; Total population,365298,NA,NA,NA
Forsyth ,HC02_EST_VC01,2014,Male; Estimate; Total population,173166,512.34,261.4,0.15
Forsyth ,HC03_EST_VC01,2014,Female; Estimate; Total population,192132,512.34,261.4,0.14
Forsyth ,HC01_EST_VC03,2014,Total; Estimate; AGE - Under 5 years,6.3,0.12,0.06,0.95
Forsyth ,HC02_EST_VC03,2014,Male; Estimate; AGE - Under 5 years,6.8,0.12,0.06,0.88
Forsyth ,HC03_EST_VC03,2014,Female; Estimate; AGE - Under 5 years,5.8,0.12,0.06,1.03
Forsyth ,HC01_EST_VC04,2014,Total; Estimate; AGE - 5 to 9 years,6.8,0.71,0.36,5.29
Forsyth ,HC02_EST_VC04,2014,Male; Estimate; AGE - 5 to 9 years,7.1,0.95,0.48,6.76
Forsyth ,HC03_EST_VC04,2014,Female; Estimate; AGE - 5 to 9 years,6.5,0.83,0.42,6.46
Forsyth ,HC01_EST_VC05,2014,Total; Estimate; AGE - 10 to 14 years,6.9,0.6,0.31,4.49
Forsyth ,HC02_EST_VC05,2014,Male; Estimate; AGE - 10 to 14 years,7.5,0.95,0.48,6.4
Forsyth ,HC03_EST_VC05,2014,Female; Estimate; AGE - 10 to 14 years,6.3,0.95,0.48,7.62
Forsyth ,HC01_EST_VC06,2014,Total; Estimate; AGE - 15 to 19 years,6.8,0.24,0.12,1.76
