name,label,concept,predicateType,group,limit,attributes,required
S0101_C01_022E,Total!!Estimate!!SELECTED AGE CATEGORIES!!18 to 24 years,AGE AND SEX,int,S0101,0,"S0101_C01_022M,S0101_C01_022EA",NA
S2703_C02_003E,Private Coverage!!Estimate!!COVERAGE ALONE!!Private health insurance alone!!Employer-based health insurance alone,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE,int,S2703,0,"S2703_C02_003M,S2703_C02_003EA",NA
S2002_C02_015E,Median earnings (dollars)!!Male!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Bachelor's degree,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_015M,S2002_C02_015EA",NA
S0506_C05_127E,Foreign born; Born in Caribbean!!Estimate!!Average household size of owner-occupied unit,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C05_127M,S0506_C05_127EA",NA
S2501_C01_012E,Occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Married-couple family!!Householder 35 to 64 years,OCCUPANCY CHARACTERISTICS,int,S2501,0,"S2501_C01_012M,S2501_C01_012EA",NA
S2802_C03_013E,"With a computer!!Percent  Broadband Internet Subscription!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",TYPES OF INTERNET SUBSCRIPTIONS BY SELECTED CHARACTERISTICS,int,S2802,0,"S2802_C03_013M,S2802_C03_013EA",NA
S1601_C05_005E,"Percent of specified language speakers!!Speak English  less than ""very well""!!Estimate!!SPEAK A LANGUAGE OTHER THAN ENGLISH!!Spanish!!5 to 17 years old",LANGUAGE SPOKEN AT HOME,int,S1601,0,"S1601_C05_005M,S1601_C05_005EA",NA
S0101_C01_023E,Total!!Estimate!!SELECTED AGE CATEGORIES!!15 to 44 years,AGE AND SEX,int,S0101,0,"S0101_C01_023M,S0101_C01_023EA",NA
S2002_C02_016E,Median earnings (dollars)!!Male!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Graduate or professional degree,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_016M,S2002_C02_016EA",NA
S2703_C02_004E,Private Coverage!!Estimate!!COVERAGE ALONE!!Private health insurance alone!!Direct-purchase health insurance alone,PRIVATE HEALTH INSURANCE COVERAGE BY TYPE,int,S2703,0,"S2703_C02_004M,S2703_C02_004EA",NA
S0506_C05_126E,Foreign born; Born in Caribbean!!Estimate!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C05_126M,S0506_C05_126EA",NA
S2501_C01_013E,Occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Married-couple family!!Householder 65 years and over,OCCUPANCY CHARACTERISTICS,int,S2501,0,"S2501_C01_013M,S2501_C01_013EA",NA
S2503_C01_009E,"Occupied housing units!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",FINANCIAL CHARACTERISTICS,int,S2503,0,"S2503_C01_009M,S2503_C01_009EA",NA
S0101_C01_028E,Total!!Estimate!!SELECTED AGE CATEGORIES!!65 years and over,AGE AND SEX,int,S0101,0,"S0101_C01_028M,S0101_C01_028EA",NA
S0502_C02_126E,Foreign born; Entered 2010 or later!!Estimate!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C02_126M,S0502_C02_126EA",NA
S0501_C02_031E,Native!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C02_031M,S0501_C02_031EA",NA
S2802_C03_014E,With a computer!!Percent  Broadband Internet Subscription!!Estimate!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over,TYPES OF INTERNET SUBSCRIPTIONS BY SELECTED CHARACTERISTICS,int,S2802,0,"S2802_C03_014M,S2802_C03_014EA",NA
S0506_C05_125E,Foreign born; Born in Caribbean!!Estimate!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C05_125M,S0506_C05_125EA",NA
S0101_C01_029E,Total!!Estimate!!SELECTED AGE CATEGORIES!!75 years and over,AGE AND SEX,int,S0101,0,"S0101_C01_029M,S0101_C01_029EA",NA
S2503_C01_008E,"Occupied housing units!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",FINANCIAL CHARACTERISTICS,int,S2503,0,"S2503_C01_008M,S2503_C01_008EA",NA
S0501_C02_032E,Native!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Widowed,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C02_032M,S0501_C02_032EA",NA
S2802_C03_015E,With a computer!!Percent  Broadband Internet Subscription!!Estimate!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Less than high school graduate or equivalency,TYPES OF INTERNET SUBSCRIPTIONS BY SELECTED CHARACTERISTICS,int,S2802,0,"S2802_C03_015M,S2802_C03_015EA",NA
S0502_C02_125E,Foreign born; Entered 2010 or later!!Estimate!!Occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C02_125M,S0502_C02_125EA",NA
S0506_C05_124E,Foreign born; Born in Caribbean!!Estimate!!Occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C05_124M,S0506_C05_124EA",NA
S2002_C02_019E,"Median earnings (dollars)!!Male!!Estimate!!Full-time, year-round civilian workers 16 years and over with earnings!!OCCUPATION!!Business and financial operations occupations",MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_019M,S2002_C02_019EA",NA
S0101_C01_026E,Total!!Estimate!!SELECTED AGE CATEGORIES!!60 years and over,AGE AND SEX,int,S0101,0,"S0101_C01_026M,S0101_C01_026EA",NA
S1810_C01_048E,Total!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population under 18 years,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C01_048M,S1810_C01_048EA",NA
S0502_C02_128E,Foreign born; Entered 2010 or later!!Estimate!!Average household size of owner-occupied unit,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C02_128M,S0502_C02_128EA",NA
S0506_C05_123E,"Foreign born; Born in Caribbean!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children of the householder under 5 years only",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C05_123M,S0506_C05_123EA",NA
S1601_C05_002E,"Percent of specified language speakers!!Speak English  less than ""very well""!!Estimate!!Speak only English",LANGUAGE SPOKEN AT HOME,int,S1601,0,"S1601_C05_002M,S1601_C05_002EA",NA
S2802_C03_016E,"With a computer!!Percent  Broadband Internet Subscription!!Estimate!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!High school graduate (includes equivalency), some college or associate's degree",TYPES OF INTERNET SUBSCRIPTIONS BY SELECTED CHARACTERISTICS,int,S2802,0,"S2802_C03_016M,S2802_C03_016EA",NA
S0101_C01_027E,Total!!Estimate!!SELECTED AGE CATEGORIES!!62 years and over,AGE AND SEX,int,S0101,0,"S0101_C01_027M,S0101_C01_027EA",NA
S0501_C02_030E,"Native!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C02_030M,S0501_C02_030EA",NA
S1810_C01_049E,Total!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C01_049M,S1810_C01_049EA",NA
S0502_C02_127E,Foreign born; Entered 2010 or later!!Estimate!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C02_127M,S0502_C02_127EA",NA
S1601_C05_001E,"Percent of specified language speakers!!Speak English  less than ""very well""!!Estimate!!Population 5 years and over",LANGUAGE SPOKEN AT HOME,int,S1601,0,"S1601_C05_001M,S1601_C05_001EA",NA
S0506_C05_122E,"Foreign born; Born in Caribbean!!Estimate!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no husband present, family!!With related children of the householder under 18 years",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: LATIN AMERICA,int,S0506,0,"S0506_C05_122M,S0506_C05_122EA",NA
S2802_C03_017E,With a computer!!Percent  Broadband Internet Subscription!!Estimate!!EDUCATIONAL ATTAINMENT!!Household population 25 years and over!!Bachelor's degree or higher,TYPES OF INTERNET SUBSCRIPTIONS BY SELECTED CHARACTERISTICS,int,S2802,0,"S2802_C03_017M,S2802_C03_017EA",NA
S0801_C01_013E,Total!!Estimate!!MEANS OF TRANSPORTATION TO WORK!!Worked at home,COMMUTING CHARACTERISTICS BY SEX,int,S0801,0,"S0801_C01_013M,S0801_C01_013EA",NA
S2702_C01_064E,Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Unpaid family workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,int,S2702,0,"S2702_C01_064M,S2702_C01_064EA",NA
S1001_C01_003E,Total!!Estimate!!AGE!!6 to 11 years,GRANDCHILDREN CHARACTERISTICS,int,S1001,0,"S1001_C01_003M,S1001_C01_003EA",NA
S2002_C02_063E,Median earnings (dollars)!!Male!!Estimate!!CLASS OF WORKER!!Private not-for-profit wage and salary workers,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_063M,S2002_C02_063EA",NA
S0501_C01_042E,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C01_042M,S0501_C01_042EA",NA
S0801_C01_014E,Total!!Estimate!!PLACE OF WORK!!Worked in state of residence,COMMUTING CHARACTERISTICS BY SEX,int,S0801,0,"S0801_C01_014M,S0801_C01_014EA",NA
S1001_C01_004E,Total!!Estimate!!AGE!!12 to 17 years,GRANDCHILDREN CHARACTERISTICS,int,S1001,0,"S1001_C01_004M,S1001_C01_004EA",NA
S2702_C01_063E,Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Self-employed workers in own not incorporated business workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,int,S2702,0,"S2702_C01_063M,S2702_C01_063EA",NA
S0501_C01_043E,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C01_043M,S0501_C01_043EA",NA
S2002_C02_064E,Median earnings (dollars)!!Male!!Estimate!!CLASS OF WORKER!!Local government workers,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_064M,S2002_C02_064EA",NA
S2702_C01_066E,Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Construction,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,int,S2702,0,"S2702_C01_066M,S2702_C01_066EA",NA
S1001_C01_001E,Total!!Estimate!!Grandchildren under 18 years living with a grandparent householder,GRANDCHILDREN CHARACTERISTICS,int,S1001,0,"S1001_C01_001M,S1001_C01_001EA",NA
S0501_C01_044E,Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C01_044M,S0501_C01_044EA",NA
S2002_C02_065E,Median earnings (dollars)!!Male!!Estimate!!CLASS OF WORKER!!State government workers,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_065M,S2002_C02_065EA",NA
S0801_C01_015E,Total!!Estimate!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence,COMMUTING CHARACTERISTICS BY SEX,int,S0801,0,"S0801_C01_015M,S0801_C01_015EA",NA
S2702_C01_065E,"Total Civilian Noninstitutionalized Population!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,int,S2702,0,"S2702_C01_065M,S2702_C01_065EA",NA
S1001_C01_002E,Total!!Estimate!!AGE!!Under 6 years,GRANDCHILDREN CHARACTERISTICS,int,S1001,0,"S1001_C01_002M,S1001_C01_002EA",NA
S2002_C02_066E,Median earnings (dollars)!!Male!!Estimate!!CLASS OF WORKER!!Federal government workers,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_066M,S2002_C02_066EA",NA
S0501_C01_045E,Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C01_045M,S0501_C01_045EA",NA
S0801_C01_016E,Total!!Estimate!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence,COMMUTING CHARACTERISTICS BY SEX,int,S0801,0,"S0801_C01_016M,S0801_C01_016EA",NA
S0502_C02_140E,Foreign born; Entered 2010 or later!!Estimate!!SELECTED CHARACTERISTICS!!Limited English Speaking Households,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C02_140M,S0502_C02_140EA",NA
S2702_C01_060E,Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Local government workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,int,S2702,0,"S2702_C01_060M,S2702_C01_060EA",NA
S2601B_C04_073E,"Nursing facilities/skilled nursing facilities!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Not a U.S. citizen!!Female",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,0,"S2601B_C04_073M,S2601B_C04_073EA",NA
S0801_C01_017E,Total!!Estimate!!PLACE OF WORK!!Worked outside state of residence,COMMUTING CHARACTERISTICS BY SEX,int,S0801,0,"S0801_C01_017M,S0801_C01_017EA",NA
S0501_C01_046E,Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C01_046M,S0501_C01_046EA",NA
S2601B_C04_072E,"Nursing facilities/skilled nursing facilities!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Not a U.S. citizen!!Male",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,0,"S2601B_C04_072M,S2601B_C04_072EA",NA
S0801_C01_018E,Total!!Estimate!!Living in a place,COMMUTING CHARACTERISTICS BY SEX,int,S0801,0,"S0801_C01_018M,S0801_C01_018EA",NA
S0501_C01_047E,"Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""",SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C01_047M,S0501_C01_047EA",NA
S2702_C01_062E,Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!Federal government workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,int,S2702,0,"S2702_C01_062M,S2702_C01_062EA",NA
S2601B_C04_071E,"Nursing facilities/skilled nursing facilities!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Not a U.S. citizen",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,0,"S2601B_C04_071M,S2601B_C04_071EA",NA
S2002_C02_060E,Median earnings (dollars)!!Male!!Estimate!!INDUSTRY!!Public administration,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_060M,S2002_C02_060EA",NA
S1502_C02_024E,"Percent!!Estimate!!DETAILED AGE!!65 years and over!!Arts, Humanities and Others",FIELD OF BACHELOR'S DEGREE FOR FIRST MAJOR,int,S1502,0,"S1502_C02_024M,S1502_C02_024EA",NA
S0801_C01_019E,Total!!Estimate!!Living in a place!!Worked in place of residence,COMMUTING CHARACTERISTICS BY SEX,int,S0801,0,"S0801_C01_019M,S0801_C01_019EA",NA
S0501_C01_048E,Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C01_048M,S0501_C01_048EA",NA
S1810_C01_050E,Total!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 18 to 34 years,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C01_050M,S1810_C01_050EA",NA
S2702_C01_061E,Total Civilian Noninstitutionalized Population!!Estimate!!CLASS OF WORKER!!State government workers,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES,int,S2702,0,"S2702_C01_061M,S2702_C01_061EA",NA
S2002_C02_061E,Median earnings (dollars)!!Male!!Estimate!!CLASS OF WORKER!!Employee of private company workers,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_061M,S2002_C02_061EA",NA
S2601B_C04_070E,"Nursing facilities/skilled nursing facilities!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Naturalized U.S. citizen!!Female",CHARACTERISTICS OF THE GROUP QUARTERS POPULATION BY GROUP QUARTERS TYPE,int,S2601B,0,"S2601B_C04_070M,S2601B_C04_070EA",NA
S0501_C01_049E,Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C01_049M,S0501_C01_049EA",NA
S1810_C01_051E,Total!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 18 to 64 years!!Population 35 to 64 years,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C01_051M,S1810_C01_051EA",NA
S2002_C02_062E,Median earnings (dollars)!!Male!!Estimate!!CLASS OF WORKER!!Self employed in own incorporated business workers,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_062M,S2002_C02_062EA",NA
S1810_C01_052E,Total!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C01_052M,S1810_C01_052EA",NA
S0502_C02_144E,Foreign born; Entered 2010 or later!!Estimate!!Renter-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C02_144M,S0502_C02_144EA",NA
S1810_C01_053E,Total!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 65 to 74 years,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C01_053M,S1810_C01_053EA",NA
S0502_C02_143E,Foreign born; Entered 2010 or later!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C02_143M,S0502_C02_143EA",NA
S1810_C01_054E,Total!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With an ambulatory difficulty!!Population 65 years and over!!Population 75 years and over,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C01_054M,S1810_C01_054EA",NA
S0502_C02_142E,Foreign born; Entered 2010 or later!!Estimate!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C02_142M,S0502_C02_142EA",NA
S1810_C01_055E,Total!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C01_055M,S1810_C01_055EA",NA
S0502_C02_141E,Foreign born; Entered 2010 or later!!Estimate!!Owner-occupied housing units,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C02_141M,S0502_C02_141EA",NA
S1810_C01_056E,Total!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population under 18 years,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C01_056M,S1810_C01_056EA",NA
S0501_C02_069E,Native!!Estimate!!INDUSTRY!!Wholesale trade,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C02_069M,S0501_C02_069EA",NA
S2002_C02_067E,Median earnings (dollars)!!Male!!Estimate!!CLASS OF WORKER!!Self employed in own not incorporated business workers and unpaid family workers,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_067M,S2002_C02_067EA",NA
S1810_C01_057E,Total!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C01_057M,S1810_C01_057EA",NA
S2002_C02_068E,Median earnings (dollars)!!Male!!Estimate!!PERCENT ALLOCATED!!Earnings in the past 12 months,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_068M,S2002_C02_068EA",NA
S0501_C01_040E,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C01_040M,S0501_C01_040EA",NA
S1810_C01_058E,Total!!Estimate!!DISABILITY TYPE BY DETAILED AGE!!With a self-care difficulty!!Population 18 to 64 years!!Population 18 to 34 years,DISABILITY CHARACTERISTICS,int,S1810,0,"S1810_C01_058M,S1810_C01_058EA",NA
S2002_C02_069E,Median earnings (dollars)!!Male!!Estimate!!PERCENT ALLOCATED!!Race,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C02_069M,S2002_C02_069EA",NA
S0502_C02_146E,Foreign born; Entered 2010 or later!!Estimate!!Renter-occupied housing units!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES,int,S0502,0,"S0502_C02_146M,S0502_C02_146EA",NA
S0501_C01_041E,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C01_041M,S0501_C01_041EA",NA
