name,label,concept
S2504_C01_010E,Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_011E,Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2000 to 2009,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_012E,Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1980 to 1999,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_013E,Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1960 to 1979,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_014E,Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1940 to 1959,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_015E,Occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1939 or earlier,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_016E,Occupied housing units!!Estimate!!ROOMS!!1 room,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_017E,Occupied housing units!!Estimate!!ROOMS!!2 or 3 rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_018E,Occupied housing units!!Estimate!!ROOMS!!4 or 5 rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_019E,Occupied housing units!!Estimate!!ROOMS!!6 or 7 rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_020E,Occupied housing units!!Estimate!!ROOMS!!8 or more rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_021E,Occupied housing units!!Estimate!!BEDROOMS!!No bedroom,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_022E,Occupied housing units!!Estimate!!BEDROOMS!!1 bedroom,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_023E,Occupied housing units!!Estimate!!BEDROOMS!!2 or 3 bedrooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_024E,Occupied housing units!!Estimate!!BEDROOMS!!4 or more bedrooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_025E,Occupied housing units!!Estimate!!COMPLETE FACILITIES!!With complete plumbing facilities,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_026E,Occupied housing units!!Estimate!!COMPLETE FACILITIES!!With complete kitchen facilities,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_027E,Occupied housing units!!Estimate!!VEHICLES AVAILABLE!!No vehicle available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_028E,Occupied housing units!!Estimate!!VEHICLES AVAILABLE!!1 vehicle available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_029E,Occupied housing units!!Estimate!!VEHICLES AVAILABLE!!2 vehicles available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_030E,Occupied housing units!!Estimate!!VEHICLES AVAILABLE!!3 or more vehicles available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_031E,Occupied housing units!!Estimate!!TELEPHONE SERVICE AVAILABLE!!With telephone service,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_032E,Occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Utility gas,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_033E,"Occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Bottled, tank, or LP gas",PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_034E,Occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Electricity,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_035E,"Occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Fuel oil, kerosene, etc.",PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_036E,Occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Coal or coke,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_037E,Occupied housing units!!Estimate!!HOUSE HEATING FUEL!!All other fuels,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C01_038E,Occupied housing units!!Estimate!!HOUSE HEATING FUEL!!No fuel used,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_001E,Owner-occupied housing units!!Estimate!!Occupied housing units,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_002E,"Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, detached",PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_003E,"Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached",PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_004E,Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_005E,Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_006E,Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_007E,Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_008E,Owner-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_009E,Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_010E,Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_011E,Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2000 to 2009,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_012E,Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1980 to 1999,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_013E,Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1960 to 1979,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_014E,Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1940 to 1959,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_015E,Owner-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1939 or earlier,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_016E,Owner-occupied housing units!!Estimate!!ROOMS!!1 room,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_017E,Owner-occupied housing units!!Estimate!!ROOMS!!2 or 3 rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_018E,Owner-occupied housing units!!Estimate!!ROOMS!!4 or 5 rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_019E,Owner-occupied housing units!!Estimate!!ROOMS!!6 or 7 rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_020E,Owner-occupied housing units!!Estimate!!ROOMS!!8 or more rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_021E,Owner-occupied housing units!!Estimate!!BEDROOMS!!No bedroom,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_022E,Owner-occupied housing units!!Estimate!!BEDROOMS!!1 bedroom,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_023E,Owner-occupied housing units!!Estimate!!BEDROOMS!!2 or 3 bedrooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_024E,Owner-occupied housing units!!Estimate!!BEDROOMS!!4 or more bedrooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_025E,Owner-occupied housing units!!Estimate!!COMPLETE FACILITIES!!With complete plumbing facilities,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_026E,Owner-occupied housing units!!Estimate!!COMPLETE FACILITIES!!With complete kitchen facilities,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_027E,Owner-occupied housing units!!Estimate!!VEHICLES AVAILABLE!!No vehicle available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_028E,Owner-occupied housing units!!Estimate!!VEHICLES AVAILABLE!!1 vehicle available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_029E,Owner-occupied housing units!!Estimate!!VEHICLES AVAILABLE!!2 vehicles available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_030E,Owner-occupied housing units!!Estimate!!VEHICLES AVAILABLE!!3 or more vehicles available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_031E,Owner-occupied housing units!!Estimate!!TELEPHONE SERVICE AVAILABLE!!With telephone service,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_032E,Owner-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Utility gas,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_033E,"Owner-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Bottled, tank, or LP gas",PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_034E,Owner-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Electricity,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_035E,"Owner-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Fuel oil, kerosene, etc.",PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_036E,Owner-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Coal or coke,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_037E,Owner-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!All other fuels,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C02_038E,Owner-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!No fuel used,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_001E,Renter-occupied housing units!!Estimate!!Occupied housing units,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_002E,"Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, detached",PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_003E,"Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!1, attached",PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_004E,Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!2 apartments,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_005E,Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!3 or 4 apartments,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_006E,Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!5 to 9 apartments,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_007E,Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!10 or more apartments,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_008E,Renter-occupied housing units!!Estimate!!UNITS IN STRUCTURE!!Mobile home or other type of housing,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_009E,Renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2014 or later,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_010E,Renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2010 to 2013,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_011E,Renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!2000 to 2009,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_012E,Renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1980 to 1999,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_013E,Renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1960 to 1979,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_014E,Renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1940 to 1959,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_015E,Renter-occupied housing units!!Estimate!!YEAR STRUCTURE BUILT!!1939 or earlier,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_016E,Renter-occupied housing units!!Estimate!!ROOMS!!1 room,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_017E,Renter-occupied housing units!!Estimate!!ROOMS!!2 or 3 rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_018E,Renter-occupied housing units!!Estimate!!ROOMS!!4 or 5 rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_019E,Renter-occupied housing units!!Estimate!!ROOMS!!6 or 7 rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_020E,Renter-occupied housing units!!Estimate!!ROOMS!!8 or more rooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_021E,Renter-occupied housing units!!Estimate!!BEDROOMS!!No bedroom,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_022E,Renter-occupied housing units!!Estimate!!BEDROOMS!!1 bedroom,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_023E,Renter-occupied housing units!!Estimate!!BEDROOMS!!2 or 3 bedrooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_024E,Renter-occupied housing units!!Estimate!!BEDROOMS!!4 or more bedrooms,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_025E,Renter-occupied housing units!!Estimate!!COMPLETE FACILITIES!!With complete plumbing facilities,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_026E,Renter-occupied housing units!!Estimate!!COMPLETE FACILITIES!!With complete kitchen facilities,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_027E,Renter-occupied housing units!!Estimate!!VEHICLES AVAILABLE!!No vehicle available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_028E,Renter-occupied housing units!!Estimate!!VEHICLES AVAILABLE!!1 vehicle available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_029E,Renter-occupied housing units!!Estimate!!VEHICLES AVAILABLE!!2 vehicles available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_030E,Renter-occupied housing units!!Estimate!!VEHICLES AVAILABLE!!3 or more vehicles available,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_031E,Renter-occupied housing units!!Estimate!!TELEPHONE SERVICE AVAILABLE!!With telephone service,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_032E,Renter-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Utility gas,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_033E,"Renter-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Bottled, tank, or LP gas",PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_034E,Renter-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Electricity,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_035E,"Renter-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Fuel oil, kerosene, etc.",PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_036E,Renter-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!Coal or coke,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_037E,Renter-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!All other fuels,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2504_C03_038E,Renter-occupied housing units!!Estimate!!HOUSE HEATING FUEL!!No fuel used,PHYSICAL HOUSING CHARACTERISTICS FOR OCCUPIED HOUSING UNITS
S2506_C01_001E,Owner-occupied housing units with a mortgage!!Estimate!!Owner-occupied housing units with a mortgage,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_002E,"Owner-occupied housing units with a mortgage!!Estimate!!VALUE!!Less than $50,000",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_003E,"Owner-occupied housing units with a mortgage!!Estimate!!VALUE!!$50,000 to $99,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_004E,"Owner-occupied housing units with a mortgage!!Estimate!!VALUE!!$100,000 to $299,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_005E,"Owner-occupied housing units with a mortgage!!Estimate!!VALUE!!$300,000 to $499,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_006E,"Owner-occupied housing units with a mortgage!!Estimate!!VALUE!!$500,000 to $749,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_007E,"Owner-occupied housing units with a mortgage!!Estimate!!VALUE!!$750,000 to $999,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_008E,"Owner-occupied housing units with a mortgage!!Estimate!!VALUE!!$1,000,000 or more",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_009E,Owner-occupied housing units with a mortgage!!Estimate!!VALUE!!Median (dollars),FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_010E,"Owner-occupied housing units with a mortgage!!Estimate!!MORTGAGE STATUS!!With either a second mortgage, or home equity loan, but not both",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_011E,"Owner-occupied housing units with a mortgage!!Estimate!!MORTGAGE STATUS!!With either a second mortgage, or home equity loan, but not both!!Second mortgage only",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_012E,"Owner-occupied housing units with a mortgage!!Estimate!!MORTGAGE STATUS!!With either a second mortgage, or home equity loan, but not both!!Home equity loan only",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_013E,Owner-occupied housing units with a mortgage!!Estimate!!MORTGAGE STATUS!!Both second mortgage and home equity loan,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_014E,Owner-occupied housing units with a mortgage!!Estimate!!MORTGAGE STATUS!!No second mortgage and no home equity loan,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_015E,"Owner-occupied housing units with a mortgage!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_016E,"Owner-occupied housing units with a mortgage!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $24,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_017E,"Owner-occupied housing units with a mortgage!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_018E,"Owner-occupied housing units with a mortgage!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_019E,"Owner-occupied housing units with a mortgage!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_020E,"Owner-occupied housing units with a mortgage!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_021E,"Owner-occupied housing units with a mortgage!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_022E,"Owner-occupied housing units with a mortgage!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!$150,000 or more",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_023E,Owner-occupied housing units with a mortgage!!Estimate!!HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars),FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_024E,Owner-occupied housing units with a mortgage!!Estimate!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 2.0,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_025E,Owner-occupied housing units with a mortgage!!Estimate!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!2.0 to 2.9,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_026E,Owner-occupied housing units with a mortgage!!Estimate!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!3.0 to 3.9,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_027E,Owner-occupied housing units with a mortgage!!Estimate!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!4.0 or more,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_028E,Owner-occupied housing units with a mortgage!!Estimate!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Not computed,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_029E,Owner-occupied housing units with a mortgage!!Estimate!!MONTHLY HOUSING COSTS!!Less than $200,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_030E,Owner-occupied housing units with a mortgage!!Estimate!!MONTHLY HOUSING COSTS!!$200 to $399,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_031E,Owner-occupied housing units with a mortgage!!Estimate!!MONTHLY HOUSING COSTS!!$400 to $599,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_032E,Owner-occupied housing units with a mortgage!!Estimate!!MONTHLY HOUSING COSTS!!$600 to $799,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_033E,Owner-occupied housing units with a mortgage!!Estimate!!MONTHLY HOUSING COSTS!!$800 to $999,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_034E,"Owner-occupied housing units with a mortgage!!Estimate!!MONTHLY HOUSING COSTS!!$1,000 to $1,499",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_035E,"Owner-occupied housing units with a mortgage!!Estimate!!MONTHLY HOUSING COSTS!!$1,500 to $1,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_036E,"Owner-occupied housing units with a mortgage!!Estimate!!MONTHLY HOUSING COSTS!!$2,000 to $2,499",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_037E,"Owner-occupied housing units with a mortgage!!Estimate!!MONTHLY HOUSING COSTS!!$2,500 to $2,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_038E,"Owner-occupied housing units with a mortgage!!Estimate!!MONTHLY HOUSING COSTS!!$3,000 or more",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
S2506_C01_039E,Owner-occupied housing units with a mortgage!!Estimate!!MONTHLY HOUSING COSTS!!Median (dollars),FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITH A MORTGAGE
