geo_description,label,year,description,estimate,moe,se,cv,file
"Forsyth County, NC",HD01_VD01,2007,Estimate; Total:,87533,3349.28,1708.82,1.95,African American
"Forsyth County, NC",HD01_VD24,2010,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,15756,2110.13,1076.6,6.83,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD25,2010,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,2594,856.68,437.08,16.85,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD26,2010,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,3070,1017.53,519.15,16.91,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD27,2010,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,10092,1956.43,998.18,9.89,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD28,2010,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,27502,2189.96,1117.33,4.06,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD29,2010,Estimate; Income in the past 12 months at or above poverty level: - Other family:,8144,1595.4,813.98,9.99,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD30,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",2583,1064,542.86,21.02,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD31,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",1213,773.28,394.53,32.53,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD32,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",55,108.43,55.32,100.58,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD33,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",144,196.6,100.31,69.66,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD34,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",1014,706.55,360.48,35.55,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD35,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",1370,760.17,387.84,28.31,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD36,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",5561,1274.89,650.45,11.7,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD37,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",3764,1084.26,553.19,14.7,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD38,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",696,530.21,270.52,38.87,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD39,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",184,206.13,105.17,57.16,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD40,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2884,972.26,496.05,17.2,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD41,2010,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",1797,695.83,355.02,19.76,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD01,2011,Estimate; Total:,56445,2822.64,1440.12,2.55,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD02,2011,Estimate; Income in the past 12 months below poverty level:,2548,917.45,468.09,18.37,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD03,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,1040,453.96,231.61,22.27,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD04,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years:,458,296.68,151.37,33.05,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD05,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,91,146.55,74.77,82.16,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD06,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,279,220.43,112.46,40.31,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD07,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,88,128.68,65.65,74.6,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD08,2011,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children under 18 years,582,341.96,174.47,29.98,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD09,2011,Estimate; Income in the past 12 months below poverty level: - Other family:,1508,780.43,398.18,26.4,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD10,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",52,76.26,38.91,74.83,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD11,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",52,76.26,38.91,74.83,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD12,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",32,65.53,33.43,104.47,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD13,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",0,262.13,133.74,Inf,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD14,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",20,40.51,20.67,103.35,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD15,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",0,262.13,133.74,Inf,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD16,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",1456,805.45,410.94,28.22,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD17,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",1412,793.53,404.86,28.67,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD18,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",375,444.43,226.75,60.47,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD19,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",188,210.89,107.6,57.23,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD20,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",849,642.21,327.66,38.59,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD21,2011,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",44,86.98,44.38,100.86,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD22,2011,Estimate; Income in the past 12 months at or above poverty level:,53897,2815.49,1436.47,2.67,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD23,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,46374,2786.89,1421.88,3.07,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD24,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,15741,1827.74,932.52,5.92,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD25,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,2726,1176,600,22.01,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD26,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,2867,963.91,491.79,17.15,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD27,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,10148,1713.36,874.16,8.61,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD28,2011,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,30633,2248.34,1147.11,3.74,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD29,2011,Estimate; Income in the past 12 months at or above poverty level: - Other family:,7523,1482.21,756.23,10.05,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD30,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",2088,978.21,499.09,23.9,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD31,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",1027,620.77,316.72,30.84,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD32,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",168,233.53,119.15,70.92,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD33,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",0,262.13,133.74,Inf,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD34,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",859,574.3,293.01,34.11,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD35,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",1061,730.38,372.64,35.12,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD36,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",5435,1173.62,598.79,11.02,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD37,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",2932,911.49,465.05,15.86,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD38,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",565,585.02,298.48,52.83,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD39,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",109,187.06,95.44,87.56,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD40,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2258,842.38,429.79,19.03,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD41,2011,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",2503,869.79,443.77,17.73,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD01,2012,Estimate; Total:,56451,2449.7,1249.85,2.21,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD02,2012,Estimate; Income in the past 12 months below poverty level:,3656,1148.6,586.02,16.03,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD03,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,1692,817.36,417.02,24.65,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD04,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years:,1345,751.83,383.59,28.52,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD05,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,145,235.91,120.36,83.01,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD06,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,521,518.3,264.44,50.76,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD07,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,679,526.64,268.69,39.57,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD08,2012,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children under 18 years,347,250.21,127.66,36.79,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD09,2012,Estimate; Income in the past 12 months below poverty level: - Other family:,1964,795.91,406.08,20.68,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD10,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",186,154.89,79.03,42.49,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD11,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",152,137.02,69.91,45.99,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD12,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",0,229.96,117.33,Inf,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD13,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",31,61.96,31.61,101.97,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD14,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",121,138.21,70.52,58.28,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD15,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",34,69.11,35.26,103.71,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD16,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",1778,730.38,372.64,20.96,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD17,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",1322,631.49,322.19,24.37,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD18,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",175,213.28,108.82,62.18,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD19,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",471,370.55,189.06,40.14,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD20,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",676,421.79,215.2,31.83,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD21,2012,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",456,362.21,184.8,40.53,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD22,2012,Estimate; Income in the past 12 months at or above poverty level:,52795,2235.23,1140.42,2.16,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD23,2012,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,45167,2259.06,1152.58,2.55,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD24,2012,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,15884,1768.17,902.13,5.68,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD25,2012,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,3411,890.04,454.1,13.31,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD26,2012,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,2339,797.11,406.69,17.39,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD27,2012,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,10134,1421.45,725.23,7.16,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD28,2012,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,29283,1990.98,1015.81,3.47,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD29,2012,Estimate; Income in the past 12 months at or above poverty level: - Other family:,7628,1475.06,752.58,9.87,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD30,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",2528,898.38,458.36,18.13,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD31,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",1716,755.4,385.41,22.46,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD32,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",249,321.7,164.13,65.92,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD33,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",420,477.79,243.77,58.04,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD34,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",1047,588.6,300.31,28.68,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD35,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",812,480.17,244.98,30.17,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD36,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",5100,1216.51,620.67,12.17,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD37,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",2696,837.62,427.36,15.85,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD38,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",446,334.81,170.82,38.3,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD39,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",234,163.23,83.28,35.59,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD40,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2016,675.57,344.68,17.1,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD41,2012,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",2404,845.96,431.61,17.95,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD01,2013,Estimate; Total:,55510,2016,1028.57,1.85,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD02,2013,Estimate; Income in the past 12 months below poverty level:,2783,775.66,395.74,14.22,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD03,2013,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,1224,443.23,226.14,18.48,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD04,2013,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years:,802,380.09,193.92,24.18,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD05,2013,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,150,179.91,91.79,61.19,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD06,2013,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,437,364.6,186.02,42.57,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD07,2013,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,215,215.66,110.03,51.18,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD08,2013,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children under 18 years,422,259.74,132.52,31.4,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD09,2013,Estimate; Income in the past 12 months below poverty level: - Other family:,1559,637.45,325.23,20.86,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD10,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",452,276.43,141.04,31.2,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD11,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",265,234.72,119.76,45.19,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD12,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",136,221.62,113.07,83.14,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD13,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",45,89.36,45.59,101.31,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD14,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",84,115.57,58.96,70.19,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD15,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",187,187.06,95.44,51.04,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD16,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",1107,594.55,303.34,27.4,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD17,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",816,502.81,256.54,31.44,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD18,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",74,106.04,54.1,73.11,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD19,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",152,184.68,94.22,61.99,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD20,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",590,482.55,246.2,41.73,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD21,2013,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",291,274.04,139.82,48.05,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD22,2013,Estimate; Income in the past 12 months at or above poverty level:,52727,2100.6,1071.73,2.03,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD23,2013,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,45115,2254.3,1150.15,2.55,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD24,2013,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,16288,1516.77,773.86,4.75,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD25,2013,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,2516,779.23,397.57,15.8,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD26,2013,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,2750,761.36,388.45,14.13,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD27,2013,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,11022,1472.68,751.37,6.82,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD28,2013,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,28827,1749.11,892.4,3.1,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD29,2013,Estimate; Income in the past 12 months at or above poverty level: - Other family:,7612,1432.17,730.7,9.6,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD30,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",2002,773.28,394.53,19.71,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD31,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",841,570.72,291.18,34.62,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD32,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",0,239.49,122.19,Inf,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD33,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",109,210.89,107.6,98.72,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD34,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",732,523.06,266.87,36.46,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD35,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",1161,568.34,289.97,24.98,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD36,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",5610,1184.34,604.26,10.77,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD37,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",3163,893.62,455.93,14.41,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD38,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",542,427.74,218.23,40.26,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD39,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",68,137.02,69.91,102.81,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD40,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",2553,782.81,399.39,15.64,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD41,2013,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",2447,797.11,406.69,16.62,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD01,2014,Estimate; Total:,56184,2733.28,1394.53,2.48,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD02,2014,Estimate; Income in the past 12 months below poverty level:,4326,1246.3,635.87,14.7,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD03,2014,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,1642,787.57,401.82,24.47,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD04,2014,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years:,819,482.55,246.2,30.06,"White, non-Hispanic"
"Forsyth County, NC",HD01_VD05,2014,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,0,235.91,120.36,Inf,"White, non-Hispanic"
