notes,county,gender,ethnicity,race,age,population,year
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,85+ years,178,2006
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,Black or African American,NA,39239,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,< 1 year,1129,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,1-4 years,4569,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,5-9 years,5836,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,10-14 years,6235,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,15-19 years,6520,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,20-24 years,5721,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,25-29 years,5254,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,30-34 years,5906,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,35-39 years,7117,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,40-44 years,7768,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,45-49 years,8396,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,50-54 years,7792,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,55-59 years,7286,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,60-64 years,5236,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,65-69 years,4086,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,70-74 years,3368,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,75-79 years,2897,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,80-84 years,1988,2006
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,85+ years,1270,2006
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,White,NA,98374,2006
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,NA,NA,140698,2006
Total,"Forsyth County, NC",Male,NA,NA,NA,158028,2006
Total,"Forsyth County, NC",NA,NA,NA,NA,332110,2006
Total,NA,NA,NA,NA,NA,332110,2006
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,< 1 year,18,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,1-4 years,68,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,5-9 years,99,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,10-14 years,77,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,15-19 years,73,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,20-24 years,55,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,25-29 years,73,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,30-34 years,81,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,35-39 years,58,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,40-44 years,33,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,45-49 years,35,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,50-54 years,18,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,55-59 years,14,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,60-64 years,5,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,65-69 years,6,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,70-74 years,2,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,80-84 years,1,2007
Total,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,NA,716,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,< 1 year,2,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,1-4 years,15,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,5-9 years,19,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,10-14 years,19,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,15-19 years,15,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,20-24 years,15,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,25-29 years,21,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,30-34 years,14,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,35-39 years,11,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,40-44 years,14,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,45-49 years,5,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,50-54 years,5,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,55-59 years,2,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,60-64 years,4,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,65-69 years,1,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,75-79 years,2,2007
Total,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,NA,164,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,< 1 year,29,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,1-4 years,226,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,5-9 years,316,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,10-14 years,167,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,15-19 years,171,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,20-24 years,214,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,25-29 years,265,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,30-34 years,196,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,35-39 years,167,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,40-44 years,109,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,45-49 years,84,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,50-54 years,49,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,55-59 years,24,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,60-64 years,17,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,65-69 years,7,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,70-74 years,8,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,75-79 years,4,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,80-84 years,4,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,85+ years,3,2007
Total,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,NA,2060,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,< 1 year,578,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,1-4 years,1801,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,5-9 years,1536,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,10-14 years,1232,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,15-19 years,930,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,20-24 years,1036,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,25-29 years,1538,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,30-34 years,1472,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,35-39 years,1100,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,40-44 years,699,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,45-49 years,588,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,50-54 years,332,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,55-59 years,238,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,60-64 years,130,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,65-69 years,90,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,70-74 years,70,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,75-79 years,58,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,80-84 years,26,2007
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,85+ years,21,2007
Total,"Forsyth County, NC",Female,Hispanic or Latino,White,NA,13475,2007
Total,"Forsyth County, NC",Female,Hispanic or Latino,NA,NA,16415,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,< 1 year,7,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,1-4 years,20,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,5-9 years,42,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,10-14 years,40,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,15-19 years,37,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,20-24 years,32,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,25-29 years,52,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,30-34 years,34,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,35-39 years,58,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,40-44 years,41,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,45-49 years,33,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,50-54 years,42,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,55-59 years,36,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,60-64 years,24,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,65-69 years,13,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,70-74 years,3,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,75-79 years,5,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,80-84 years,3,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,85+ years,3,2007
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,NA,525,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,< 1 year,58,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,1-4 years,188,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,5-9 years,281,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,10-14 years,201,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,15-19 years,202,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,20-24 years,234,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,25-29 years,280,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,30-34 years,368,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,35-39 years,328,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,40-44 years,252,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,45-49 years,216,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,50-54 years,159,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,55-59 years,164,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,60-64 years,87,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,65-69 years,70,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,70-74 years,36,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,75-79 years,32,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,80-84 years,16,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,85+ years,12,2007
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,NA,3184,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,< 1 year,650,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,1-4 years,2453,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,5-9 years,3187,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,10-14 years,3524,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,15-19 years,4386,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,20-24 years,4152,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,25-29 years,3135,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,30-34 years,3206,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,35-39 years,3633,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,40-44 years,3642,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,45-49 years,3740,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,50-54 years,3253,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,55-59 years,2935,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,60-64 years,1932,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,65-69 years,1397,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,70-74 years,1174,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,75-79 years,862,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,80-84 years,693,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,85+ years,543,2007
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,NA,48497,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,< 1 year,1029,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,1-4 years,4208,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,5-9 years,5631,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,10-14 years,5725,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,15-19 years,6443,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,20-24 years,6355,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,25-29 years,6148,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,30-34 years,5861,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,35-39 years,7335,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,40-44 years,8009,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,45-49 years,9056,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,50-54 years,8690,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,55-59 years,8029,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,60-64 years,6575,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,65-69 years,5056,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,70-74 years,4294,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,75-79 years,4124,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,80-84 years,3429,2007
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,85+ years,3251,2007
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,White,NA,109248,2007
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,NA,NA,161454,2007
Total,"Forsyth County, NC",Female,NA,NA,NA,177869,2007
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,< 1 year,17,2007
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,1-4 years,71,2007
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,5-9 years,81,2007
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,10-14 years,85,2007
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,15-19 years,59,2007
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,20-24 years,85,2007
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,25-29 years,75,2007
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,30-34 years,95,2007
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,35-39 years,70,2007
